Long Station Name,Collection Date,EC,Alkalinity,Sacramento X2,WYT,Location,Area
Contra Costa PP Number 01,1/12/1994,482,64,82.38546939,C,OMR,Interior
Middle River @ Union Point - P10A,8/4/2014,490,64,88.73599436,C,OMR,Interior
Old River near Rock Slough,8/18/1959,1000,64,93.54824528,BN,OMR,Interior
Contra Costa PP Number 01,9/23/1993,285,63,83.44869348,AN,OMR,Interior
Middle River at Bacon Island Bridge,9/10/1991,323,63,92.73110822,C,OMR,Interior
Middle River at Bacon Island Bridge,8/21/1991,347,63,88.57096592,C,OMR,Interior
Clifton Court Intake,5/13/1993,456,63,61.911538,AN,OMR,Interior
Contra Costa PP Number 01,8/5/2008,492,63,88.35573476,C,OMR,Interior
Clifton Court Intake,5/23/1990,654,63,90.30188297,C,OMR,Interior
Contra Costa PP Number 01,10/14/1998,208,62,70.16642583,W,OMR,Interior
Contra Costa PP Number 01,7/3/2000,229,62,80.70368222,AN,OMR,Interior
Contra Costa PP Number 01,4/21/1993,265,62,62.38347365,AN,OMR,Interior
Middle River at Bacon Island Bridge,9/21/1993,275,62,80.87356521,AN,OMR,Interior
Contra Costa PP Number 01,9/5/1996,283,62,73.8076039,W,OMR,Interior
Middle River at Bacon Island Bridge,7/26/1990,286,62,86.56430395,C,OMR,Interior
Contra Costa PP Number 01,4/8/1999,324,62,57.34361395,W,OMR,Interior
Middle River @ Union Point - P10A,5/2/2007,346,62,74.44600721,D,OMR,Interior
Clifton Court Intake,8/10/1993,348,62,70.9026113,AN,OMR,Interior
Middle River at Bacon Island Bridge,1/19/1994,356,62,80.49647088,C,OMR,Interior
Clifton Court Intake,1/19/1994,367,62,80.49647088,C,OMR,Interior
Middle River @ Union Point - P10A,12/3/2018,408,62,#N/A,BN,OMR,Interior
Clifton Court Intake,9/10/1991,469,62,92.73110822,C,OMR,Interior
Rock Slough @ Old River,8/21/1991,550,62,88.57096592,C,OMR,Interior
Old River North of Rock Slough (St 4b),8/21/1991,551,62,88.57096592,C,OMR,Interior
Rock Slough @ Old River,7/26/1990,572,62,86.56430395,C,OMR,Interior
Contra Costa PP Number 01,7/20/1994,666,62,90.6143213,C,OMR,Interior
Middle River @ Union Point - P10A,12/4/2017,246,61,83.87250454,W,OMR,Interior
Middle River @ Union Point - P10A,10/3/2006,253,61,79.15994988,AN,OMR,Interior
Contra Costa PP Number 01,5/2/2007,268,61,74.44600721,D,OMR,Interior
Clifton Court Intake,10/14/1993,287,61,84.61138109,C,OMR,Interior
Middle River @ Union Point - P10A,9/7/2016,288,61,84.03725468,BN,OMR,Interior
Middle River @ Union Point - P10A,9/7/2010,294,61,86.84207092,BN,OMR,Interior
Contra Costa PP Number 01,11/7/2006,302,61,88.98570418,AN,OMR,Interior
Middle River @ Union Point - P10A,6/7/2016,319,61,82.94141541,BN,OMR,Interior
Middle River @ Union Point - P10A,11/3/2010,334,61,84.63274041,D,OMR,Interior
Old River North of Rock Slough (St 4b),7/26/1990,524,61,86.56430395,C,OMR,Interior
Middle River at Bacon Island Bridge,7/22/1992,527,61,92.3938467,C,OMR,Interior
Contra Costa PP Number 01,12/16/1993,566,61,82.70555681,AN,OMR,Interior
Rock Slough @ Old River,7/22/1992,899,61,92.3938467,C,OMR,Interior
Contra Costa PP Number 01,8/2/2005,196,60,80.7913406,AN,OMR,Interior
Contra Costa PP Number 01,7/8/1999,211,60,73.33227294,W,OMR,Interior
Clifton Court Intake,9/21/1993,245,60,80.87356521,AN,OMR,Interior
Contra Costa PP Number 01,6/6/2000,254,60,72.94579268,AN,OMR,Interior
Middle River at Bacon Island Bridge,8/22/1990,269,60,83.47764088,C,OMR,Interior
Middle River at Bacon Island Bridge,12/15/1993,305,60,84.34978841,AN,OMR,Interior
Middle River at Bacon Island Bridge,1/12/1994,311,60,82.38546939,C,OMR,Interior
Middle River @ Union Point - P10A,12/6/2010,321,60,84.27592276,BN,OMR,Interior
Middle River at Bacon Island Bridge,8/25/1994,336,60,90.48799198,C,OMR,Interior
Rock Slough @ Old River,1/12/1994,341,60,82.38546939,C,OMR,Interior
Contra Costa PP Number 01,8/5/2003,348,60,69.2729812,AN,OMR,Interior
Contra Costa PP Number 01,2/10/1993,361,60,66.22571537,AN,OMR,Interior
Middle River @ Union Point - P10A,11/5/2018,362,60,#N/A,W,OMR,Interior
Clifton Court Intake,8/21/1990,397,60,82.94560259,C,OMR,Interior
Middle River @ Union Point - P10A,5/4/2010,400,60,57.05251942,BN,OMR,Interior
Old River North of Rock Slough (St 4b),10/20/1993,436,60,84.89979461,C,OMR,Interior
Old River North of Rock Slough (St 4b),8/22/1990,463,60,83.47764088,C,OMR,Interior
Clifton Court Intake,8/25/1994,597,60,90.48799198,C,OMR,Interior
Rock Slough @ Old River,7/20/1994,692,60,90.6143213,C,OMR,Interior
Contra Costa PP Number 01,8/23/1994,703,60,91.93258472,C,OMR,Interior
Contra Costa PP Number 01,8/19/1992,904,60,92.0935494,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/22/1992,909,60,92.3938467,C,OMR,Interior
Middle River @ Union Point - P10A,7/7/2009,228,59,82.06398554,D,OMR,Interior
Middle River @ Union Point - P10A,11/7/2006,274,59,88.98570418,AN,OMR,Interior
Old River North of Rock Slough (St 4b),1/12/1994,337,59,82.38546939,C,OMR,Interior
Middle River at Bacon Island Bridge,4/25/1990,349,59,87.22990049,C,OMR,Interior
Middle River at Bacon Island Bridge,7/20/1994,365,59,90.6143213,C,OMR,Interior
Contra Costa PP Number 01,1/5/1994,403,59,81.23635172,C,OMR,Interior
Rock Slough @ Old River,10/20/1993,425,59,84.89979461,C,OMR,Interior
Contra Costa PP Number 01,1/9/1997,427,59,31.8495819,W,OMR,Interior
Rock Slough @ Old River,8/22/1990,477,59,83.47764088,C,OMR,Interior
Middle River at Bacon Island Bridge,8/19/1992,484,59,92.0935494,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/20/1994,690,59,90.6143213,C,OMR,Interior
Old River North of Rock Slough (St 4b),1/24/1990,804,59,79.66720736,C,OMR,Interior
Rock Slough @ Old River,8/25/1994,805,59,90.48799198,C,OMR,Interior
Contra Costa PP Number 01,11/4/1998,190,58,78.12007996,W,OMR,Interior
Contra Costa PP Number 01,8/5/1999,218,58,71.77110367,W,OMR,Interior
Middle River @ Union Point - P10A,8/6/2007,277,58,84.7182393,D,OMR,Interior
Clifton Court Intake,6/10/1993,301,58,57.844797,AN,OMR,Interior
Middle River at Bacon Island Bridge,2/9/1993,320,58,67.78217395,AN,OMR,Interior
Clifton Court Intake,2/9/1993,345,58,67.78217395,AN,OMR,Interior
Clifton Court Intake,12/15/1993,490,58,84.34978841,AN,OMR,Interior
Contra Costa PP Number 01,11/17/1993,647,58,88.13138401,C,OMR,Interior
Rock Slough @ Old River,5/23/1990,660,58,90.30188297,C,OMR,Interior
Rock Slough @ Old River,4/21/1993,211,57,62.38347365,AN,OMR,Interior
Old River North of Rock Slough (St 4b),4/21/1993,212,57,62.38347365,AN,OMR,Interior
Contra Costa PP Number 01,3/6/2006,232,57,50.66954548,W,OMR,Interior
Middle River @ Union Point - P10A,7/9/2018,246,57,82.60710477,BN,OMR,Interior
Contra Costa PP Number 01,6/8/1993,250,57,57.7015985,AN,OMR,Interior
Middle River at Bacon Island Bridge,10/20/1993,287,57,84.89979461,C,OMR,Interior
Middle River at Bacon Island Bridge,10/14/1993,295,57,84.61138109,C,OMR,Interior
Middle River at Bacon Island Bridge,6/10/1993,337,57,57.844797,AN,OMR,Interior
Old River North of Rock Slough (St 4b),7/25/1989,350,57,80.02863026,D,OMR,Interior
Rock Slough @ Old River,8/19/1992,901,57,92.0935494,C,OMR,Interior
Old River North of Rock Slough (St 4b),8/19/1992,915,57,92.0935494,C,OMR,Interior
Middle River @ Union Point - P10A,8/6/2018,197,56,82.35063213,BN,OMR,Interior
Old River South of Rock Slough (St 5A),5/17/1984,201,56,71.23309041,W,OMR,Interior
Rock Slough @ Old River,7/2/1986,225,56,77.07568175,W,OMR,Interior
Contra Costa PP Number 01,8/6/1997,267,56,77.35304839,W,OMR,Interior
Contra Costa PP Number 01,3/12/1997,314,56,55.67296976,W,OMR,Interior
Middle River @ Union Point - P10A,2/7/2011,334,56,64.18410148,W,OMR,Interior
Middle River @ Union Point - P10A,11/7/2016,353,56,87.41045331,C,OMR,Interior
Middle River at Bacon Island Bridge,1/24/1990,420,56,79.66720736,C,OMR,Interior
Contra Costa PP Number 01,8/6/2007,492,56,84.7182393,D,OMR,Interior
Contra Costa PP Number 01,9/6/1995,187,55,67.21706163,W,OMR,Interior
Contra Costa PP Number 01,12/6/1995,213,55,79.32528838,W,OMR,Interior
Clifton Court Intake,5/7/1986,280,55,66.57784182,W,OMR,Interior
Middle River @ Union Point - P10A,4/9/2018,358,55,54.04390508,BN,OMR,Interior
Middle River at Bacon Island Bridge,7/20/1993,161,54,75.81769133,AN,OMR,Interior
Middle River @ Union Point - P10A,9/6/2006,240,54,78.70958184,W,OMR,Interior
Middle River @ Union Point - P10A,8/2/2006,261,54,78.28975195,W,OMR,Interior
Contra Costa PP Number 01,6/6/1996,277,54,61.33562885,W,OMR,Interior
Contra Costa PP Number 01,5/10/1995,307,54,49.34111805,W,OMR,Interior
Clifton Court Intake,11/10/1993,418,54,87.72748074,C,OMR,Interior
Middle River @ Union Point - P10A,6/8/2010,288,53,67.97063022,BN,OMR,Interior
Middle River @ Union Point - P10A,1/9/2017,338,53,56.18463132,W,OMR,Interior
Middle River @ Union Point - P10A,10/2/2017,186,52,77.2692402,BN,OMR,Interior
Middle River @ Union Point - P10A,7/6/2016,222,52,84.55059684,BN,OMR,Interior
Contra Costa PP Number 01,7/8/1998,233,52,56.61660003,W,OMR,Interior
Middle River @ Union Point - P10A,7/6/2010,241,52,80.72423904,BN,OMR,Interior
Contra Costa PP Number 01,8/2/2000,244,52,77.4197889,AN,OMR,Interior
Middle River @ Union Point - P10A,3/13/2019,278,52,#N/A,W,OMR,Interior
Middle River at Bacon Island Bridge,11/10/1993,293,52,87.72748074,C,OMR,Interior
Clifton Court Intake,6/4/1986,303,52,70.7018673,W,OMR,Interior
Middle River @ Union Point - P10A,5/7/2018,352,52,64.92049336,BN,OMR,Interior
Middle River @ Union Point - P10A,3/7/2011,372,52,56.35666923,W,OMR,Interior
Contra Costa PP Number 01,9/5/2007,812,52,85.25541551,D,OMR,Interior
Contra Costa PP Number 01,9/2/1998,161,51,67.79734317,W,OMR,Interior
Contra Costa PP Number 01,7/11/1996,175,51,75.57077698,W,OMR,Interior
Contra Costa PP Number 01,10/11/1995,193,51,69.40952731,C,OMR,Interior
Contra Costa PP Number 01,9/1/1993,205,51,78.41118016,AN,OMR,Interior
Contra Costa PP Number 01,6/7/2005,256,51,54.24209382,AN,OMR,Interior
Middle River @ Union Point - P10A,8/2/2010,189,50,79.32890201,BN,OMR,Interior
Contra Costa PP Number 01,11/8/1995,200,50,81.20170079,C,OMR,Interior
Middle River at Bacon Island Bridge,7/8/1993,203,50,75.05380959,AN,OMR,Interior
Old River North of Rock Slough (St 4b),9/1/1993,212,50,78.41118016,AN,OMR,Interior
Rock Slough @ Old River,9/1/1993,216,50,78.41118016,AN,OMR,Interior
Rock Slough at Delta Road Bridge,6/6/2011,259,50,57.57300551,W,OMR,Interior
Middle River @ Union Point - P10A,6/5/2018,284,50,74.73149108,BN,OMR,Interior
Clifton Court Intake,3/4/1986,306,50,0,W,OMR,Interior
Contra Costa PP Number 01,7/6/2005,151,49,69.97360216,AN,OMR,Interior
Middle River at Bacon Island Bridge,9/1/1993,175,49,78.41118016,AN,OMR,Interior
Middle River @ Union Point - P10A,8/4/2009,265,49,84.14076361,D,OMR,Interior
Contra Costa PP Number 01,7/8/1993,159,48,75.05380959,AN,OMR,Interior
Contra Costa PP Number 01,8/12/1993,185,48,71.58781984,AN,OMR,Interior
Middle River @ Union Point - P10A,4/4/2011,247,48,0,W,OMR,Interior
Middle River @ Union Point - P10A,9/7/2017,193,47,77.48586469,W,OMR,Interior
Middle River @ Union Point - P10A,8/1/2016,207,47,83.57049111,BN,OMR,Interior
Old River South of Rock Slough (St 5A),3/21/1986,210,47,0,W,OMR,Interior
Middle River @ Union Point - P10A,1/3/2011,274,47,53.33698971,W,OMR,Interior
Old River North of Rock Slough (St 4b),7/8/1993,148,46,75.05380959,AN,OMR,Interior
Rock Slough @ Old River,7/8/1993,156,46,75.05380959,AN,OMR,Interior
Contra Costa PP Number 01,7/22/1993,159,46,69.41514716,AN,OMR,Interior
Clifton Court Intake,7/20/1993,166,46,75.81769133,AN,OMR,Interior
Contra Costa PP Number 01,8/5/1998,190,46,70.95431958,W,OMR,Interior
Middle River @ Union Point - P10A,2/6/2017,258,46,50.46962633,W,OMR,Interior
Middle River at Bacon Island Bridge,8/10/1993,147,45,70.9026113,AN,OMR,Interior
Middle River @ Union Point - P10A,8/7/2017,217,45,80.74384873,W,OMR,Interior
Rock Slough at Delta Road Bridge,7/5/2011,169,44,56.36389323,W,OMR,Interior
Middle River @ Union Point - P10A,6/6/2011,257,43,57.57300551,W,OMR,Interior
Middle River @ Union Point - P10A,5/2/2011,199,40,57.60965856,W,OMR,Interior
Contra Costa PP Number 01,6/14/1995,214,40,58.38588799,W,OMR,Interior
Clifton Court Intake,4/9/1986,197,39,52.99907803,W,OMR,Interior
Middle River at Bacon Island Bridge,7/25/1989,200,39,80.02863026,D,OMR,Interior
Contra Costa PP Number 01,7/12/1995,146,38,65.49822638,W,OMR,Interior
Contra Costa PP Number 01,8/9/1995,150,38,68.77947219,W,OMR,Interior
Contra Costa PP Number 01,7/5/2006,162,38,67.43685291,W,OMR,Interior
Middle River @ Union Point - P10A,3/8/2017,187,38,46.65054443,W,OMR,Interior
Middle River @ Union Point - P10A,7/5/2011,184,37,56.36389323,W,OMR,Interior
Middle River @ Union Point - P10A,4/3/2017,201,35,49.18404199,W,OMR,Interior
Middle River @ Union Point - P10A,6/5/2017,177,33,57.96351261,W,OMR,Interior
Middle River @ Union Point - P10A,7/10/2017,177,32,70.04911852,W,OMR,Interior
Middle River @ Union Point - P10A,7/5/2006,154,31,67.43685291,W,OMR,Interior
Middle River @ Union Point - P10A,5/3/2017,120,27,50.00669585,W,OMR,Interior
P8 - San Joaquin River @ Buckley Cove,2/2/1968,650,90,60.82383763,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/22/1968,395,66,57.81297746,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/10/1968,900,155,83.16574214,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,1/23/1969,180,51,48.06579729,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/16/1969,200,46,50.10640361,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/17/1969,360,64,68.77308425,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/3/1973,518,83,56.44372714,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,5/1/1973,732,102,71.50691023,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,6/5/1973,390,61,75.03508802,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/2/1973,412,69,83.15487119,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/31/1973,410,102,85.28607593,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/28/1973,415,78,83.35486185,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,9/25/1973,648,119,73.56187894,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/15/1973,530,98,74.39350789,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,11/13/1973,647,98,72.91115416,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,12/11/1973,600,82,54.96370577,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,1/9/1974,249,62,52.3990248,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,2/6/1974,403,57,51.00464256,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/22/1974,289,62,75.62640398,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/6/1974,229,61,75.76911836,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/22/1974,282,66,71.49326964,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,9/5/1974,504,110,66.73838917,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,9/18/1974,529,112,61.92807121,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/1/1974,388,79,64.58639727,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/16/1974,510,90,65.9782773,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,11/6/1974,313,56,66.51113004,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,11/18/1974,405,75,65.81281422,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,12/17/1974,370,54,59.95905109,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,2/3/1975,508,66,75.04331266,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/18/1975,335,66,53.72341881,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/1/1975,315,62,50.66749811,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,5/1/1975,549,86,60.77989824,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,5/1/1975,549,88,60.77989824,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,5/15/1975,453,80,64.74148651,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,6/3/1975,333,57,63.4770031,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/1/1975,415,71,65.61350093,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/15/1975,560,85,72.78657388,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/12/1975,426,80,77.40602531,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/25/1975,566,98,72.50785297,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,9/11/1975,620,125,72.50531258,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/9/1975,403,84,69.58169251,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/23/1975,262,51,64.39367576,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,11/26/1975,472,79,68.81861425,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,12/23/1975,422,73,69.03046395,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,1/22/1976,445,61,76.64284768,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,2/19/1976,783,98,82.29375485,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/9/1976,827,100,75.28454988,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/22/1976,633,84,80.53182831,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/6/1976,699,88,83.05086025,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/20/1976,802,98,77.04748941,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,5/6/1976,606,86,82.95644102,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,5/20/1976,494,83,86.25465911,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,6/3/1976,465,86,86.05790799,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/7/1976,472,85,87.94264314,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/20/1976,487,84,85.68882507,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/3/1976,418,79,85.66917278,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/27/1976,500,88,84.3652361,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,9/14/1976,410,90,85.13108289,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,9/27/1976,498,104,88.69855102,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/13/1976,749,121,89.70007234,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/28/1976,819,136,91.56769133,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,11/10/1976,1075,153,92.93277,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,1/25/1977,1000,118,90.99498693,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,2/23/1977,942,113,93.09831658,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/10/1977,791,94,93.08331717,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/28/1977,792,98,93.2301192,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/12/1977,726,89,93.62243221,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/26/1977,658,87,94.7314341,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,5/10/1977,686,86,93.59917768,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,5/25/1977,685,90,93.86880732,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,6/6/1977,617,84,96.28690157,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,6/23/1977,610,75,95.42512283,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/9/1977,685,71,94.66206153,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/22/1977,703,77,95.22599302,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,9/2/1977,676,77,97.63934042,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,9/20/1977,667,86,94.30759826,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/4/1977,766,109,95.16189775,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/18/1977,853,126,0,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,11/15/1977,1410,198,96.41856401,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,12/16/1977,1140,142,97.47276004,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,1/13/1978,805,84,67.39051241,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,2/15/1978,369,60,50.92561655,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/16/1978,349,55,49.81651337,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/4/1978,327,49,57.31670008,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/18/1978,240,47,55.92473399,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,5/2/1978,204,43,50.92561655,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,5/16/1978,224,43,60.36200235,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,6/13/1978,225,40,66.90227077,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,6/27/1978,384,62,78.37465134,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/11/1978,481,73,82.38755921,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/25/1978,424,70,85.01327052,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/9/1978,399,69,84.05648792,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/22/1978,387,72,83.59458748,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,9/12/1978,503,93,77.82234538,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,9/26/1978,496,92,76.05153948,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/11/1978,407,76,73.92111953,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/24/1978,413,74,76.7846321,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,11/20/1978,378,53,79.17830243,C,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,12/5/1978,590,80,75.96131065,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,1/17/1979,266,47,60.85168643,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,2/15/1979,493,52,69.04812625,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/6/1979,242,36,58.17682582,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/20/1979,327,40,59.54056787,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/3/1979,381,51,55.89304686,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,5/2/1979,713,76,74.19905898,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,5/22/1979,707,81,71.9435071,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/17/1979,338,52,82.37194526,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/14/1979,361,59,83.11503272,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/28/1979,415,57,84.30117598,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,9/11/1979,519,63,87.07749081,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,9/25/1979,623,80,82.86895876,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/10/1979,429,64,83.85505666,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/24/1979,471,53,82.84708115,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,12/6/1979,627,75,75.8049134,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,2/7/1980,243,32,56.15652999,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/11/1980,210,32,49.39264929,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/25/1980,239,33,55.01367247,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/7/1980,279,36,57.57943317,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/22/1980,237,35,60.4529479,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,5/6/1980,244,38,64.42849928,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,5/20/1980,185,30,61.52746743,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,6/18/1980,405,51,68.21800044,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/1/1980,496,57,69.91469054,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/16/1980,399,50,71.00727741,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/5/1980,478,60,76.09952366,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,8/19/1980,550,62,80.23345008,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,9/3/1980,647,66,80.90049445,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,9/16/1980,408,56,76.76415917,AN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/15/1980,272,41,74.45344406,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/28/1980,480,59,78.49192408,BN,SJRcorridor,Interior
