Long Station Name,Collection Date,EC,Cl,Sacramento X2,WYT,Location,Area
Old River South of Rock Slough (St 5A),11/4/1976,571,100,89.1702838,W,OMR,Interior
Clifton Court Intake,8/14/1986,571,71,79.51248889,W,OMR,Interior
Contra Costa PP Number 01,10/13/1994,569,108,90.78710967,AN,OMR,Interior
Clifton Court Intake,6/4/1992,569,94,92.61021102,C,OMR,Interior
Middle River @ Union Point - P10A,5/4/2015,568,95,94.17154572,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/25/1976,567,108,86.50100266,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/2/1976,567,108,88.80012135,C,OMR,Interior
Rock Slough @ Old River,3/26/1991,567,104,72.01442228,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/15/1976,566,119,88.67818386,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/15/1976,566,119,88.67818386,C,OMR,Interior
Contra Costa PP Number 01,12/16/1993,566,110,82.70555681,AN,OMR,Interior
Clifton Court Intake,12/5/1989,565,102,82.38805208,D,OMR,Interior
Old River South of Rock Slough (St 5A),8/3/1987,564,117,84.30302728,D,OMR,Interior
Middle River at Bacon Island Bridge,6/25/1992,564,104,90.85817896,C,OMR,Interior
Old River North of Rock Slough (St 4b),10/10/1991,563,110,88.47167384,C,OMR,Interior
Clifton Court Intake,7/12/1988,560,108,93.34172739,C,OMR,Interior
Old River South of Rock Slough (St 5A),10/14/1981,557,105,89.11569229,AN,OMR,Interior
Middle River at Bacon Island Bridge,2/13/1991,557,96,94.27904419,C,OMR,Interior
Rock Slough @ Old River,10/10/1991,554,106,88.47167384,C,OMR,Interior
Clifton Court Intake,2/25/1992,554,84,65.86224313,C,OMR,Interior
Contra Costa PP Number 01,4/4/1996,554,69,58.29157662,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/3/1981,553,113,85.40012999,D,OMR,Interior
Rock Slough @ Old River,9/6/1989,552,106,85.82681958,D,OMR,Interior
Old River North of Rock Slough (St 4b),8/21/1991,551,110,88.57096592,C,OMR,Interior
Rock Slough @ Old River,8/21/1991,550,110,88.57096592,C,OMR,Interior
Old River North of Rock Slough (St 4b),3/26/1991,549,101,72.01442228,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/7/1976,548,107,87.94264314,C,OMR,Interior
Rock Slough @ Old River,9/17/1990,548,105,85.19881494,C,OMR,Interior
Rock Slough @ Old River,3/20/1990,548,103,85.09103604,C,OMR,Interior
Contra Costa PP Number 01,10/3/2000,548,101,87.25802224,W,OMR,Interior
Clifton Court Intake,3/27/1991,548,96,71.68911216,C,OMR,Interior
Rock Slough @ Old River,7/31/1990,547,113,85.26138636,C,OMR,Interior
Middle River at Bacon Island Bridge,11/21/1991,547,93,93.42904814,C,OMR,Interior
Rock Slough @ Old River,8/7/1991,546,124,92.52821793,C,OMR,Interior
Old River South of Rock Slough (St 5A),11/10/1981,545,110,88.94945498,AN,OMR,Interior
Old River North of Rock Slough (St 4b),9/17/1990,544,107,85.19881494,C,OMR,Interior
Middle River @ Union Point - P10A,1/3/2008,544,98,83.34570353,C,OMR,Interior
Middle River @ Union Point - P10A,1/9/2019,543,96,#N/A,W,OMR,Interior
Middle River @ Union Point - P10A,12/1/2014,542,104,93.6049299,C,OMR,Interior
Middle River at Bacon Island Bridge,12/11/1990,542,93,93.08539402,C,OMR,Interior
Middle River at Bacon Island Bridge,10/16/1990,542,85,94.0236734,D,OMR,Interior
Middle River @ Union Point - P10A,7/7/2014,541,99,90.2187572,C,OMR,Interior
Contra Costa PP Number 01,9/8/2004,540,97,83.45154489,BN,OMR,Interior
Old River South of Rock Slough (St 5A),3/1/1988,540,90,91.84800955,C,OMR,Interior
Old River North of Rock Slough (St 4b),8/7/1991,539,120,92.52821793,C,OMR,Interior
Contra Costa PP Number 01,5/21/1991,537,89,91.14886705,C,OMR,Interior
Middle River at Bacon Island Bridge,1/2/1991,536,93,93.51732212,C,OMR,Interior
Middle River @ Union Point - P10A,2/2/2010,536,84,54.29400396,BN,OMR,Interior
Middle River at Bacon Island Bridge,6/9/1992,535,88,88.84783983,C,OMR,Interior
Middle River at Bacon Island Bridge,10/19/1992,534,94,94.57151352,C,OMR,Interior
Clifton Court Intake,7/2/1986,534,66,77.07568175,W,OMR,Interior
Old River North of Rock Slough (St 4b),7/31/1990,533,109,85.26138636,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/28/1988,533,103,88.84197167,C,OMR,Interior
Contra Costa PP Number 01,2/6/1995,533,66,48.45038827,W,OMR,Interior
Clifton Court Intake,4/24/1990,532,101,86.79032173,C,OMR,Interior
Middle River at Bacon Island Bridge,1/29/1991,532,92,94.90599798,C,OMR,Interior
Old River South of Rock Slough (St 5A),1/16/1986,530,104,84.02165809,W,OMR,Interior
Clifton Court Intake,7/23/1991,528,106,91.47785985,C,OMR,Interior
Middle River at Bacon Island Bridge,7/22/1992,527,103,92.3938467,C,OMR,Interior
Old River North of Rock Slough (St 4b),9/11/1990,527,101,86.1336185,C,OMR,Interior
Clifton Court Intake,5/21/1991,527,73,91.14886705,C,OMR,Interior
Old River South of Rock Slough (St 5A),8/12/1976,525,103,85.92286507,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/10/1976,524,108,85.09946008,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/26/1990,524,104,86.56430395,C,OMR,Interior
Middle River at Bacon Island Bridge,2/16/1993,524,67,58.91466321,AN,OMR,Interior
Middle River at Bacon Island Bridge,10/7/1992,522,92,92.45317986,C,OMR,Interior
Rock Slough @ Old River,10/2/1989,520,97,81.51083417,C,OMR,Interior
Middle River at Bacon Island Bridge,1/7/1992,519,82,93.01508883,C,OMR,Interior
Old River South of Rock Slough (St 5A),2/20/1979,517,63,61.16117032,BN,OMR,Interior
Middle River at Bacon Island Bridge,3/24/1994,516,68,72.52425966,C,OMR,Interior
Contra Costa PP Number 01,5/2/1996,516,65,66.95278638,W,OMR,Interior
Clifton Court Intake,2/14/1990,515,94,84.5852336,C,OMR,Interior
Middle River at Bacon Island Bridge,3/11/1991,514,84,78.62871498,C,OMR,Interior
Old River North of Rock Slough (St 4b),6/28/1988,512,96,88.84197167,C,OMR,Interior
Middle River @ Union Point - P10A,12/2/2008,511,91,92.75840841,C,OMR,Interior
Rock Slough @ Old River,9/11/1990,510,99,86.1336185,C,OMR,Interior
Old River near Rock Slough,9/15/1959,509,92,84.58759953,BN,OMR,Interior
Rock Slough @ Old River,8/13/1990,508,105,82.37363354,C,OMR,Interior
Middle River @ Union Point - P10A,12/2/2013,507,88,93.39492499,D,OMR,Interior
Old River South of Rock Slough (St 5A),6/13/1972,506,94,87.18414193,BN,OMR,Interior
Old River South of Rock Slough (St 5A),4/4/1978,506,64,57.31670008,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/7/1987,505,94,85.52687347,D,OMR,Interior
Old River North of Rock Slough (St 4b),8/13/1990,504,102,82.37363354,C,OMR,Interior
Contra Costa PP Number 01,10/3/2005,504,100,81.90521431,BN,OMR,Interior
Clifton Court Intake,9/24/1990,504,88,90.82305445,C,OMR,Interior
Middle River @ Union Point - P10A,10/6/2014,503,92,94.77701545,D,OMR,Interior
Clifton Court Intake,3/7/1989,503,86,84.84379302,D,OMR,Interior
Middle River @ Union Point - P10A,5/6/2008,503,68,81.24308533,C,OMR,Interior
Middle River at Bacon Island Bridge,1/15/1991,501,83,92.72130445,C,OMR,Interior
Contra Costa PP Number 01,3/2/2004,500,53,49.65011755,BN,OMR,Interior
Middle River at Bacon Island Bridge,5/19/1994,499,69,76.51544974,C,OMR,Interior
Contra Costa PP Number 01,4/4/2005,499,58,55.79737907,AN,OMR,Interior
Contra Costa PP Number 01,11/7/1996,495,86,84.27562766,W,OMR,Interior
Contra Costa PP Number 01,8/5/2008,492,93,88.35573476,C,OMR,Interior
Contra Costa PP Number 01,8/6/2007,492,93,84.7182393,D,OMR,Interior
Middle River @ Union Point - P10A,4/8/2008,492,61,78.37516679,C,OMR,Interior
Contra Costa PP Number 01,2/6/2006,491,69,52.81827396,W,OMR,Interior
Clifton Court Intake,12/15/1993,490,93,84.34978841,AN,OMR,Interior
Middle River @ Union Point - P10A,1/2/2007,490,86,80.23657174,D,OMR,Interior
Middle River @ Union Point - P10A,8/4/2014,490,86,88.73599436,C,OMR,Interior
Rock Slough @ Old River,6/23/1987,488,87,86.80660417,D,OMR,Interior
Middle River @ Union Point - P10A,2/3/2016,488,76,59.65346245,BN,OMR,Interior
Old River near Rock Slough,9/15/1959,486,87,84.58759953,BN,OMR,Interior
Middle River @ Union Point - P10A,3/5/2007,485,61,58.91442023,D,OMR,Interior
Middle River at Bacon Island Bridge,8/19/1992,484,92,92.0935494,C,OMR,Interior
Clifton Court Intake,10/23/1985,484,77,88.74296201,W,OMR,Interior
Rock Slough @ Old River,9/5/1990,483,90,86.59648732,C,OMR,Interior
Middle River @ Union Point - P10A,5/5/2014,483,75,87.63000727,C,OMR,Interior
Clifton Court Intake,6/23/1987,483,70,86.80660417,D,OMR,Interior
Middle River @ Union Point - P10A,3/2/2010,483,66,63.81753273,BN,OMR,Interior
Old River South of Rock Slough (St 5A),10/9/1979,482,91,84.06190501,AN,OMR,Interior
Contra Costa PP Number 01,1/12/1994,482,84,82.38546939,C,OMR,Interior
Middle River at Bacon Island Bridge,2/17/1994,482,65,75.37363149,C,OMR,Interior
Middle River at Bacon Island Bridge,10/10/1990,481,75,93.96433834,D,OMR,Interior
Old River South of Rock Slough (St 5A),9/4/1990,479,90,85.84737194,C,OMR,Interior
Rock Slough @ Old River,8/22/1990,477,94,83.47764088,C,OMR,Interior
Rock Slough @ Old River,1/23/1986,476,85,73.43685446,W,OMR,Interior
Old River North of Rock Slough (St 4b),9/5/1990,474,87,86.59648732,C,OMR,Interior
Clifton Court Intake,2/21/1990,472,79,80.12996718,C,OMR,Interior
Clifton Court Intake,6/27/1984,472,56,78.52956136,W,OMR,Interior
Middle River at Bacon Island Bridge,3/9/1993,471,59,59.04059358,AN,OMR,Interior
Contra Costa PP Number 01,8/3/2004,470,86,81.28623188,BN,OMR,Interior
Middle River @ Union Point - P10A,1/5/2015,470,72,71.50190239,C,OMR,Interior
Clifton Court Intake,9/10/1991,469,87,92.73110822,C,OMR,Interior
Clifton Court Intake,11/7/1989,469,78,87.11334397,C,OMR,Interior
Middle River at Bacon Island Bridge,3/25/1991,469,72,72.32639176,C,OMR,Interior
Contra Costa PP Number 01,11/7/2005,468,83,89.68142253,BN,OMR,Interior
Rock Slough @ Old River,5/28/1987,468,82,86.9230571,D,OMR,Interior
Old River South of Rock Slough (St 5A),1/17/1978,468,80,59.14625574,AN,OMR,Interior
Middle River at Bacon Island Bridge,6/11/1991,468,76,92.37007644,C,OMR,Interior
Old River South of Rock Slough (St 5A),2/5/1979,468,56,64.2815478,BN,OMR,Interior
Old River South of Rock Slough (St 5A),8/22/1978,466,91,83.59458748,AN,OMR,Interior
Middle River @ Union Point - P10A,1/5/2010,466,82,86.26711441,BN,OMR,Interior
Middle River at Bacon Island Bridge,9/1/1992,465,84,91.88565434,C,OMR,Interior
Old River South of Rock Slough (St 5A),8/30/1976,465,81,83.96095388,C,OMR,Interior
Middle River at Bacon Island Bridge,4/8/1993,465,58,54.30864006,AN,OMR,Interior
Contra Costa PP Number 01,4/8/2008,465,49,78.37516679,C,OMR,Interior
Old River North of Rock Slough (St 4b),8/28/1990,464,90,84.07314596,C,OMR,Interior
Middle River at Bacon Island Bridge,10/20/1994,464,70,92.73586707,AN,OMR,Interior
Old River North of Rock Slough (St 4b),8/22/1990,463,90,83.47764088,C,OMR,Interior
Middle River @ Union Point - P10A,11/4/2013,463,77,90.34617646,BN,OMR,Interior
Clifton Court Intake,5/21/1992,463,64,91.77345049,C,OMR,Interior
Contra Costa PP Number 01,2/5/2008,462,65,54.87619201,C,OMR,Interior
Contra Costa PP Number 01,12/5/2006,461,92,88.65054031,W,OMR,Interior
Rock Slough @ Old River,8/28/1990,461,89,84.07314596,C,OMR,Interior
Middle River @ Union Point - P10A,10/1/2008,461,76,88.30977329,D,OMR,Interior
Middle River @ Union Point - P10A,5/3/2016,461,60,75.47029728,BN,OMR,Interior
Old River South of Rock Slough (St 5A),6/10/1976,460,81,86.24558722,C,OMR,Interior
Middle River @ Union Point - P10A,2/6/2007,460,64,79.89948567,D,OMR,Interior
Middle River @ Union Point - P10A,4/7/2014,459,66,75.44547873,C,OMR,Interior
Contra Costa PP Number 01,1/6/1999,459,51,64.63920091,W,OMR,Interior
Contra Costa PP Number 01,10/20/1993,458,82,84.89979461,C,OMR,Interior
Middle River at Bacon Island Bridge,8/6/1990,458,80,86.53798294,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/1/1987,458,78,84.03896739,D,OMR,Interior
Middle River at Bacon Island Bridge,9/24/1992,458,76,92.85385013,C,OMR,Interior
Clifton Court Intake,8/28/1985,458,69,86.67605396,D,OMR,Interior
Middle River at Bacon Island Bridge,5/21/1992,458,64,91.77345049,C,OMR,Interior
Middle River @ Union Point - P10A,1/8/2018,456,80,84.74492337,BN,OMR,Interior
Contra Costa PP Number 01,2/6/2007,456,74,79.89948567,D,OMR,Interior
Middle River at Bacon Island Bridge,5/7/1992,456,59,90.34949329,C,OMR,Interior
Clifton Court Intake,5/13/1993,456,56,61.911538,AN,OMR,Interior
Middle River @ Union Point - P10A,2/5/2008,456,55,54.87619201,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/31/1979,455,89,81.75511799,BN,OMR,Interior
Middle River at Bacon Island Bridge,1/23/1992,455,70,92.69366513,C,OMR,Interior
Rock Slough @ Old River,7/10/1985,453,81,82.90461957,D,OMR,Interior
Middle River @ Union Point - P10A,9/2/2014,452,82,90.3346038,C,OMR,Interior
Old River South of Rock Slough (St 5A),11/24/1981,451,85,65.98476899,AN,OMR,Interior
Clifton Court Intake,10/20/1994,451,73,92.73586707,AN,OMR,Interior
Middle River at Bacon Island Bridge,6/28/1991,451,72,91.92518677,C,OMR,Interior
Contra Costa PP Number 01,5/19/1992,451,68,92.35936602,C,OMR,Interior
Contra Costa PP Number 01,5/5/1999,451,51,57.23000982,W,OMR,Interior
Old River North of Rock Slough (St 4b),7/16/1990,450,83,85.00509504,C,OMR,Interior
Clifton Court Intake,6/22/1994,450,64,89.49535368,C,OMR,Interior
Rock Slough @ Old River,6/22/1994,450,64,89.49535368,C,OMR,Interior
Rock Slough @ Old River,7/10/1990,449,77,87.75334412,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/1/1976,446,77,86.50645273,C,OMR,Interior
Middle River @ Union Point - P10A,11/3/2008,443,68,93.02142734,D,OMR,Interior
Old River South of Rock Slough (St 5A),3/9/1978,442,49,51.06449328,AN,OMR,Interior
Rock Slough @ Old River,7/16/1990,441,77,85.00509504,C,OMR,Interior
Middle River at Bacon Island Bridge,4/20/1994,441,55,78.884997,C,OMR,Interior
Middle River @ Union Point - P10A,4/6/2010,441,53,68.63765096,BN,OMR,Interior
Middle River at Bacon Island Bridge,4/21/1993,440,54,62.38347365,AN,OMR,Interior
Old River South of Rock Slough (St 5A),9/13/1978,439,78,77.695743,AN,OMR,Interior
Middle River at Bacon Island Bridge,10/2/1990,437,62,92.40360011,D,OMR,Interior
Clifton Court Intake,3/24/1994,437,54,72.52425966,C,OMR,Interior
Old River South of Rock Slough (St 5A),3/24/1978,437,52,55.92345804,AN,OMR,Interior
Old River North of Rock Slough (St 4b),10/20/1993,436,81,84.89979461,C,OMR,Interior
Middle River @ Union Point - P10A,6/2/2014,436,66,93.56618111,C,OMR,Interior
Middle River @ Union Point - P10A,6/2/2008,435,55,81.73068377,C,OMR,Interior
Clifton Court Intake,2/24/1987,435,51,71.09908714,D,OMR,Interior
Rock Slough @ Old River,6/14/1988,434,76,89.84067481,C,OMR,Interior
Middle River @ Union Point - P10A,10/7/2013,430,71,87.90258861,BN,OMR,Interior
Contra Costa PP Number 01,7/7/2004,430,65,83.05294294,BN,OMR,Interior
Contra Costa PP Number 01,4/3/2006,428,50,47.97842568,W,OMR,Interior
Middle River @ Union Point - P10A,11/6/2007,427,61,89.58054651,W,OMR,Interior
Contra Costa PP Number 01,5/26/1994,427,58,79.98947042,C,OMR,Interior
Contra Costa PP Number 01,1/9/1997,427,56,31.8495819,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/15/1983,427,45,59.86273225,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/1/1978,426,78,84.62362617,AN,OMR,Interior
Rock Slough @ Old River,10/20/1993,425,80,84.89979461,C,OMR,Interior
Old River South of Rock Slough (St 5A),8/23/1976,425,79,84.52429961,C,OMR,Interior
Old River South of Rock Slough (St 5A),12/3/1981,423,62,52.53667998,D,OMR,Interior
Middle River at Bacon Island Bridge,1/13/1993,423,56,64.09402935,AN,OMR,Interior
Clifton Court Intake,2/13/1986,423,55,56.5590216,W,OMR,Interior
Contra Costa PP Number 01,3/24/1992,421,51,67.98576989,C,OMR,Interior
Middle River at Bacon Island Bridge,1/24/1990,420,73,79.66720736,C,OMR,Interior
Middle River @ Union Point - P10A,4/6/2015,419,53,88.0123047,C,OMR,Interior
Old River South of Rock Slough (St 5A),2/14/1978,419,48,52.74067557,AN,OMR,Interior
Contra Costa PP Number 01,9/6/2005,418,77,83.07162013,AN,OMR,Interior
Clifton Court Intake,11/10/1993,418,71,87.72748074,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/2/1979,417,54,56.30420023,BN,OMR,Interior
Clifton Court Intake,6/14/1988,416,62,89.84067481,C,OMR,Interior
Middle River at Bacon Island Bridge,3/25/1993,416,48,54.90975845,AN,OMR,Interior
Middle River at Bacon Island Bridge,8/5/1991,415,68,91.32485805,C,OMR,Interior
Clifton Court Intake,2/17/1994,415,56,75.37363149,C,OMR,Interior
Middle River @ Union Point - P10A,2/3/2015,415,52,87.92593622,C,OMR,Interior
Contra Costa PP Number 01,5/6/2008,415,49,81.24308533,C,OMR,Interior
Middle River at Bacon Island Bridge,7/8/1991,414,68,90.66370954,C,OMR,Interior
Middle River @ Union Point - P10A,10/6/2009,411,64,87.99178837,C,OMR,Interior
Middle River @ Union Point - P10A,2/4/2019,411,58,#N/A,W,OMR,Interior
Middle River at Bacon Island Bridge,5/13/1993,411,50,61.911538,AN,OMR,Interior
Old River South of Rock Slough (St 5A),9/1/1978,410,73,81.82001888,AN,OMR,Interior
Clifton Court Intake,1/23/1986,410,60,73.43685446,W,OMR,Interior
Contra Costa PP Number 01,5/12/1993,410,48,63.16142825,AN,OMR,Interior
Old River South of Rock Slough (St 5A),4/9/1979,409,53,64.68168078,BN,OMR,Interior
Middle River @ Union Point - P10A,12/3/2018,408,73,#N/A,BN,OMR,Interior
Old River North of Rock Slough (St 4b),7/10/1990,408,68,87.75334412,C,OMR,Interior
Middle River @ Union Point - P10A,10/11/2018,407,71,#N/A,W,OMR,Interior
Middle River at Bacon Island Bridge,9/22/1994,407,61,90.04354307,C,OMR,Interior
Contra Costa PP Number 01,6/16/1994,407,57,86.55672415,C,OMR,Interior
Middle River @ Union Point - P10A,3/2/2015,406,52,78.10690622,C,OMR,Interior
Clifton Court Intake,10/2/1989,405,66,81.51083417,C,OMR,Interior
Middle River at Bacon Island Bridge,7/24/1991,404,66,92.78926842,C,OMR,Interior
Clifton Court Intake,3/20/1990,404,63,85.09103604,C,OMR,Interior
Contra Costa PP Number 01,1/5/1994,403,67,81.23635172,C,OMR,Interior
Middle River @ Union Point - P10A,2/5/2018,402,55,74.06112596,BN,OMR,Interior
Clifton Court Intake,5/28/1987,401,58,86.9230571,D,OMR,Interior
Middle River @ Union Point - P10A,5/4/2010,400,51,57.05251942,BN,OMR,Interior
Clifton Court Intake,4/8/1993,400,48,54.30864006,AN,OMR,Interior
Middle River @ Union Point - P10A,6/4/2007,399,51,80.25338455,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/27/1976,398,67,85.73539321,C,OMR,Interior
Middle River @ Union Point - P10A,12/7/2016,398,65,83.68530205,BN,OMR,Interior
Middle River at Bacon Island Bridge,10/8/1991,398,57,88.19157893,C,OMR,Interior
Clifton Court Intake,8/21/1990,397,69,82.94560259,C,OMR,Interior
Contra Costa PP Number 01,2/8/1996,397,44,47.52751567,W,OMR,Interior
Old River near Rock Slough,10/1/1959,396,54,78.11676896,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/19/1979,395,72,82.51114931,BN,OMR,Interior
Rock Slough @ Old River,5/19/1994,395,50,76.51544974,C,OMR,Interior
Old River South of Rock Slough (St 5A),3/26/1979,392,50,60.78151419,BN,OMR,Interior
Contra Costa PP Number 01,4/4/2000,391,44,70.46558651,AN,OMR,Interior
Middle River at Bacon Island Bridge,6/22/1994,389,53,89.49535368,C,OMR,Interior
Clifton Court Intake,2/28/1984,389,42,56.84567786,W,OMR,Interior
Contra Costa PP Number 01,9/10/2003,388,68,81.97587927,AN,OMR,Interior
Contra Costa PP Number 01,2/9/1994,388,55,80.94524586,C,OMR,Interior
Middle River @ Union Point - P10A,10/4/2016,387,65,86.5637221,C,OMR,Interior
Middle River @ Union Point - P10A,9/2/2008,387,61,88.7732302,C,OMR,Interior
Clifton Court Intake,7/10/1985,386,50,82.90461957,D,OMR,Interior
Rock Slough @ Old River,2/10/1988,385,51,73.09597682,C,OMR,Interior
Contra Costa PP Number 01,2/8/2000,385,48,57.61717763,AN,OMR,Interior
Contra Costa PP Number 01,2/5/2002,385,36,70.70857903,D,OMR,Interior
Contra Costa PP Number 01,5/2/2000,381,41,63.70366373,AN,OMR,Interior
Old River South of Rock Slough (St 5A),1/18/1979,381,40,59.76457767,BN,OMR,Interior
Contra Costa PP Number 01,2/7/2005,379,46,66.68285541,AN,OMR,Interior
Rock Slough @ Old River,6/26/1990,377,58,87.03302324,C,OMR,Interior
Contra Costa PP Number 01,4/20/1994,375,42,78.884997,C,OMR,Interior
Middle River @ Union Point - P10A,3/4/2008,374,42,66.16351777,C,OMR,Interior
Middle River at Bacon Island Bridge,1/26/1993,373,43,53.01541285,AN,OMR,Interior
Middle River @ Union Point - P10A,3/7/2011,372,48,56.35666923,W,OMR,Interior
Rock Slough @ Old River,2/17/1994,370,52,75.37363149,C,OMR,Interior
Contra Costa PP Number 01,10/5/1993,368,55,83.89162437,C,OMR,Interior
Middle River at Bacon Island Bridge,9/24/1990,368,49,90.82305445,C,OMR,Interior
Clifton Court Intake,1/19/1994,367,52,80.49647088,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/16/1981,366,62,87.76825037,D,OMR,Interior
Contra Costa PP Number 01,6/2/2008,366,41,81.73068377,C,OMR,Interior
Middle River at Bacon Island Bridge,7/20/1994,365,61,90.6143213,C,OMR,Interior
Middle River at Bacon Island Bridge,9/24/1991,365,55,90.17385402,C,OMR,Interior
Middle River at Bacon Island Bridge,10/23/1991,365,53,94.27657666,C,OMR,Interior
Clifton Court Intake,4/30/1987,365,32,82.11012672,D,OMR,Interior
Middle River @ Union Point - P10A,9/5/2007,364,60,85.25541551,D,OMR,Interior
Clifton Court Intake,2/10/1988,364,44,73.09597682,C,OMR,Interior
Contra Costa PP Number 01,5/13/1997,363,41,71.63203277,W,OMR,Interior
Middle River @ Union Point - P10A,11/5/2018,362,58,#N/A,W,OMR,Interior
Contra Costa PP Number 01,4/22/1992,362,42,77.19407905,C,OMR,Interior
Clifton Court Intake,3/27/1984,362,40,59.85340054,W,OMR,Interior
Contra Costa PP Number 01,2/10/1993,361,40,66.22571537,AN,OMR,Interior
Contra Costa PP Number 01,3/4/2008,361,38,66.16351777,C,OMR,Interior
Rock Slough @ Old River,6/26/1985,360,56,82.85900723,D,OMR,Interior
Old River South of Rock Slough (St 5A),4/3/1981,360,38,60.26052112,D,OMR,Interior
Middle River at Bacon Island Bridge,5/21/1991,359,45,91.14886705,C,OMR,Interior
Middle River @ Union Point - P10A,4/9/2018,358,47,54.04390508,BN,OMR,Interior
Middle River @ Union Point - P10A,5/5/2009,358,42,73.26168644,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/12/1980,358,40,65.43895548,AN,OMR,Interior
Rock Slough @ Old River,4/20/1994,357,40,78.884997,C,OMR,Interior
Middle River at Bacon Island Bridge,1/19/1994,356,47,80.49647088,C,OMR,Interior
Rock Slough @ Old River,2/24/1987,355,41,71.09908714,D,OMR,Interior
Middle River @ Union Point - P10A,11/7/2016,353,57,87.41045331,C,OMR,Interior
Old River South of Rock Slough (St 5A),10/22/1979,352,58,82.75529912,AN,OMR,Interior
Middle River @ Union Point - P10A,11/3/2009,352,47,88.3635176,C,OMR,Interior
Middle River @ Union Point - P10A,5/7/2018,352,45,64.92049336,BN,OMR,Interior
Old River near Rock Slough,10/1/1959,352,44,78.11676896,W,OMR,Interior
Old River South of Rock Slough (St 5A),2/28/1978,352,37,58.02981941,AN,OMR,Interior
Contra Costa PP Number 01,2/3/1999,352,36,51.6298188,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/24/1978,351,60,85.52855028,AN,OMR,Interior
Old River South of Rock Slough (St 5A),4/1/1976,351,55,82.93810488,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/25/1989,350,68,80.02863026,D,OMR,Interior
Contra Costa PP Number 01,5/6/2002,350,37,71.01564345,D,OMR,Interior
Middle River at Bacon Island Bridge,4/25/1990,349,58,87.22990049,C,OMR,Interior
Old River South of Rock Slough (St 5A),5/18/1976,349,55,87.20051714,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/6/1976,348,54,83.05086025,C,OMR,Interior
Contra Costa PP Number 01,8/5/2003,348,48,69.2729812,AN,OMR,Interior
Middle River @ Union Point - P10A,12/4/2007,348,48,87.28423839,D,OMR,Interior
Clifton Court Intake,8/10/1993,348,40,70.9026113,AN,OMR,Interior
Old River South of Rock Slough (St 5A),4/16/1982,348,40,0,W,OMR,Interior
Old River North of Rock Slough (St 4b),4/20/1994,348,39,78.884997,C,OMR,Interior
Clifton Court Intake,1/30/1985,348,37,71.87547462,D,OMR,Interior
Middle River at Bacon Island Bridge,8/21/1991,347,55,88.57096592,C,OMR,Interior
Middle River @ Union Point - P10A,9/10/2018,346,54,84.8982076,BN,OMR,Interior
Middle River @ Union Point - P10A,5/2/2007,346,41,74.44600721,D,OMR,Interior
Contra Costa PP Number 01,5/3/2005,346,38,60.83995013,AN,OMR,Interior
Middle River @ Union Point - P10A,9/9/2009,345,53,84.37552482,D,OMR,Interior
Clifton Court Intake,2/9/1993,345,40,67.78217395,AN,OMR,Interior
Old River near Rock Slough,10/30/1959,345,39,83.58656463,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/12/1979,344,41,57.0496729,BN,OMR,Interior
Old River South of Rock Slough (St 5A),6/1/1972,343,56,84.59350819,BN,OMR,Interior
Rock Slough @ Old River,3/4/1986,342,35,0,W,OMR,Interior
Rock Slough @ Old River,1/12/1994,341,52,82.38546939,C,OMR,Interior
Middle River @ Union Point - P10A,12/5/2006,341,47,88.65054031,W,OMR,Interior
Contra Costa PP Number 01,4/4/2001,341,31,72.87905364,D,OMR,Interior
Middle River @ Union Point - P10A,10/5/2010,340,45,83.98583932,D,OMR,Interior
Middle River @ Union Point - P10A,1/9/2017,338,50,56.18463132,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/21/1983,338,29,0,W,OMR,Interior
Old River North of Rock Slough (St 4b),1/12/1994,337,51,82.38546939,C,OMR,Interior
Clifton Court Intake,5/3/1988,337,44,78.45334473,C,OMR,Interior
Middle River at Bacon Island Bridge,6/10/1993,337,42,57.844797,AN,OMR,Interior
Rock Slough @ Old River,5/5/1992,337,40,86.61933596,C,OMR,Interior
Old River South of Rock Slough (St 5A),3/6/1979,337,39,58.17682582,BN,OMR,Interior
Middle River at Bacon Island Bridge,8/25/1994,336,54,90.48799198,C,OMR,Interior
