Long Station Name,Collection Date,EC,Cl,Sacramento X2,WYT,Location,Area
Middle River @ Union Point - P10A,6/2/2009,336,40,74.90839371,D,OMR,Interior
Old River South of Rock Slough (St 5A),2/17/1983,336,33,0,W,OMR,Interior
Middle River @ Union Point - P10A,10/2/2007,335,48,87.02852586,W,OMR,Interior
Middle River at Bacon Island Bridge,4/22/1992,335,37,77.19407905,C,OMR,Interior
Contra Costa PP Number 01,6/6/2001,335,36,80.28545946,D,OMR,Interior
Middle River @ Union Point - P10A,11/3/2010,334,49,84.63274041,D,OMR,Interior
Middle River @ Union Point - P10A,2/7/2011,334,41,64.18410148,W,OMR,Interior
Rock Slough @ Old River,4/8/1992,334,37,79.86326901,C,OMR,Interior
Clifton Court Intake,3/27/1985,334,34,72.35776358,D,OMR,Interior
Clifton Court Intake,7/5/1989,333,39,83.6210952,D,OMR,Interior
Old River South of Rock Slough (St 5A),3/19/1979,332,38,59.42455314,BN,OMR,Interior
Old River North of Rock Slough (St 4b),5/5/1992,331,38,86.61933596,C,OMR,Interior
Middle River at Bacon Island Bridge,7/9/1990,330,44,87.6328401,C,OMR,Interior
Contra Costa PP Number 01,6/4/2002,330,36,69.35185908,D,OMR,Interior
Rock Slough @ Old River,4/22/1992,330,36,77.19407905,C,OMR,Interior
Contra Costa PP Number 01,5/6/2003,330,33,51.50084909,AN,OMR,Interior
Middle River @ Union Point - P10A,4/7/2016,328,38,66.37589317,BN,OMR,Interior
Rock Slough @ Old River,3/24/1994,328,36,72.52425966,C,OMR,Interior
Old River near Rock Slough,6/19/1959,327,44,91.43818578,BN,OMR,Interior
Middle River at Bacon Island Bridge,9/18/1990,327,41,87.49634818,C,OMR,Interior
Old River North of Rock Slough (St 4b),4/8/1992,327,36,79.86326901,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/13/1976,326,47,78.67838168,C,OMR,Interior
Old River South of Rock Slough (St 5A),2/3/1981,325,39,59.47117587,D,OMR,Interior
Old River North of Rock Slough (St 4b),4/22/1992,325,35,77.19407905,C,OMR,Interior
Contra Costa PP Number 01,6/4/2007,324,37,80.25338455,D,OMR,Interior
Clifton Court Intake,11/8/1983,324,36,60.70149483,W,OMR,Interior
Contra Costa PP Number 01,4/8/1999,324,35,57.34361395,W,OMR,Interior
Middle River at Bacon Island Bridge,9/10/1991,323,48,92.73110822,C,OMR,Interior
Rock Slough @ Old River,4/9/1991,323,42,70.47185036,C,OMR,Interior
Contra Costa PP Number 01,2/3/2004,322,35,71.8099759,BN,OMR,Interior
Contra Costa PP Number 01,3/13/1995,322,33,37.53111646,W,OMR,Interior
Middle River @ Union Point - P10A,12/6/2010,321,48,84.27592276,BN,OMR,Interior
Clifton Court Intake,3/26/1992,321,34,68.43776556,C,OMR,Interior
Middle River @ Union Point - P10A,3/10/2016,321,34,62.66343249,BN,OMR,Interior
Middle River @ Union Point - P10A,12/1/2009,320,44,92.29828513,D,OMR,Interior
Old River North of Rock Slough (St 4b),4/9/1991,320,40,70.47185036,C,OMR,Interior
Old River South of Rock Slough (St 5A),1/31/1978,320,36,59.82498158,AN,OMR,Interior
Middle River at Bacon Island Bridge,2/9/1993,320,35,67.78217395,AN,OMR,Interior
Rock Slough @ Old River,2/13/1986,319,50,56.5590216,W,OMR,Interior
Middle River @ Union Point - P10A,6/7/2016,319,40,82.94141541,BN,OMR,Interior
Middle River @ Union Point - P10A,4/2/2007,318,36,72.02877378,D,OMR,Interior
Middle River @ Union Point - P10A,7/1/2008,318,36,84.87243383,C,OMR,Interior
Rock Slough @ Old River,3/11/1992,318,36,67.72093556,C,OMR,Interior
Old River near Rock Slough,6/19/1959,318,34,91.43818578,BN,OMR,Interior
Old River South of Rock Slough (St 5A),5/5/1980,318,32,64.64696862,AN,OMR,Interior
Old River South of Rock Slough (St 5A),5/25/1972,316,51,82.92814611,BN,OMR,Interior
Rock Slough @ Old River,2/28/1984,316,35,56.84567786,W,OMR,Interior
Rock Slough @ Old River,5/3/1988,315,46,78.45334473,C,OMR,Interior
Contra Costa PP Number 01,3/5/2007,315,39,58.91442023,D,OMR,Interior
Clifton Court Intake,6/26/1985,314,40,82.85900723,D,OMR,Interior
Contra Costa PP Number 01,3/12/1997,314,33,55.67296976,W,OMR,Interior
Middle River @ Union Point - P10A,4/7/2009,314,33,75.36176628,D,OMR,Interior
Rock Slough @ Old River,4/30/1987,314,28,82.11012672,D,OMR,Interior
Old River South of Rock Slough (St 5A),9/15/1980,312,40,76.57711741,AN,OMR,Interior
Middle River at Bacon Island Bridge,1/12/1994,311,37,82.38546939,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/9/1986,308,44,80.98620884,W,OMR,Interior
Contra Costa PP Number 01,6/8/2004,308,34,86.24729429,BN,OMR,Interior
Contra Costa PP Number 01,5/10/1995,307,34,49.34111805,W,OMR,Interior
Clifton Court Intake,5/30/1984,307,33,76.19129629,W,OMR,Interior
Middle River at Bacon Island Bridge,4/9/1991,306,35,70.47185036,C,OMR,Interior
Clifton Court Intake,3/4/1986,306,29,0,W,OMR,Interior
Middle River at Bacon Island Bridge,12/15/1993,305,41,84.34978841,AN,OMR,Interior
Middle River @ Union Point - P10A,8/5/2008,304,40,88.35573476,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/21/1980,304,32,62.47778168,AN,OMR,Interior
Middle River at Bacon Island Bridge,7/16/1990,303,38,85.00509504,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/8/1980,303,35,56.38489514,AN,OMR,Interior
Middle River @ Union Point - P10A,7/2/2007,303,34,80.94470218,D,OMR,Interior
Clifton Court Intake,6/4/1986,303,33,70.7018673,W,OMR,Interior
Contra Costa PP Number 01,1/10/1996,303,28,68.97868863,W,OMR,Interior
Clifton Court Intake,2/27/1985,303,28,69.20707336,D,OMR,Interior
Contra Costa PP Number 01,11/7/2006,302,46,88.98570418,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/20/1985,302,40,86.18412719,D,OMR,Interior
Middle River at Bacon Island Bridge,9/10/1990,302,36,83.68375569,C,OMR,Interior
Old River North of Rock Slough (St 4b),3/11/1992,302,33,67.72093556,C,OMR,Interior
Old River North of Rock Slough (St 4b),1/27/1993,302,31,54.16889291,AN,OMR,Interior
Rock Slough @ Old River,3/24/1987,302,30,61.48523734,D,OMR,Interior
Clifton Court Intake,6/10/1993,301,35,57.844797,AN,OMR,Interior
Rock Slough @ Old River,3/23/1993,301,29,56.65439542,AN,OMR,Interior
Clifton Court Intake,1/22/1987,300,32,77.63242892,D,OMR,Interior
Middle River at Bacon Island Bridge,4/7/1992,297,27,81.84286737,C,OMR,Interior
Middle River at Bacon Island Bridge,8/13/1990,296,43,82.37363354,C,OMR,Interior
Middle River at Bacon Island Bridge,10/14/1993,295,40,84.61138109,C,OMR,Interior
Old River South of Rock Slough (St 5A),3/4/1976,295,40,79.54923954,C,OMR,Interior
Contra Costa PP Number 01,4/2/2002,295,29,71.94484474,D,OMR,Interior
Old River South of Rock Slough (St 5A),2/22/1982,295,29,0,W,OMR,Interior
Middle River @ Union Point - P10A,9/7/2010,294,42,86.84207092,BN,OMR,Interior
Contra Costa PP Number 01,6/4/1997,294,31,78.50514499,W,OMR,Interior
Rock Slough @ Old River,1/27/1993,294,30,54.16889291,AN,OMR,Interior
Middle River at Bacon Island Bridge,4/23/1991,294,29,85.01362795,C,OMR,Interior
Old River South of Rock Slough (St 5A),3/20/1981,294,26,75.19545039,D,OMR,Interior
Middle River at Bacon Island Bridge,11/10/1993,293,44,87.72748074,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/3/1980,293,40,80.90049445,AN,OMR,Interior
Middle River at Bacon Island Bridge,9/4/1990,293,37,85.84737194,C,OMR,Interior
Contra Costa PP Number 01,6/4/2003,293,30,66.71648137,AN,OMR,Interior
Contra Costa PP Number 01,10/3/1996,292,36,81.93439648,W,OMR,Interior
Clifton Court Intake,9/24/1986,292,33,76.64482557,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/24/1976,290,40,81.91757802,C,OMR,Interior
Middle River at Bacon Island Bridge,3/26/1992,290,28,68.43776556,C,OMR,Interior
Rock Slough @ Old River,2/18/1993,290,27,59.5796831,AN,OMR,Interior
Contra Costa PP Number 01,12/2/1998,289,30,64.89739823,W,OMR,Interior
Middle River @ Union Point - P10A,9/7/2016,288,45,84.03725468,BN,OMR,Interior
Middle River @ Union Point - P10A,6/8/2010,288,34,67.97063022,BN,OMR,Interior
Contra Costa PP Number 01,6/2/1999,288,32,67.44761682,W,OMR,Interior
Clifton Court Intake,4/25/1984,288,30,69.28361272,W,OMR,Interior
Old River North of Rock Slough (St 4b),3/23/1993,288,27,56.65439542,AN,OMR,Interior
Middle River at Bacon Island Bridge,10/20/1993,287,35,84.89979461,C,OMR,Interior
Clifton Court Intake,10/14/1993,287,35,84.61138109,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/30/1981,287,35,87.70223073,D,OMR,Interior
Contra Costa PP Number 01,7/1/2008,287,32,84.87243383,C,OMR,Interior
Middle River at Bacon Island Bridge,7/26/1990,286,38,86.56430395,C,OMR,Interior
Contra Costa PP Number 01,9/23/1993,285,36,83.44869348,AN,OMR,Interior
Old River South of Rock Slough (St 5A),2/17/1976,285,34,83.10337182,C,OMR,Interior
Clifton Court Intake,12/17/1986,285,32,84.66151096,W,OMR,Interior
Rock Slough @ Old River,9/24/1986,285,31,76.64482557,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/7/1987,285,27,66.96371811,D,OMR,Interior
Middle River @ Union Point - P10A,6/5/2018,284,38,74.73149108,BN,OMR,Interior
Rock Slough @ Old River,7/5/1989,284,38,83.6210952,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/4/1987,284,31,81.35372487,D,OMR,Interior
Clifton Court Intake,10/25/1984,284,29,73.98724845,W,OMR,Interior
Rock Slough @ Old River,1/30/1985,284,24,71.87547462,D,OMR,Interior
Contra Costa PP Number 01,9/5/1996,283,37,73.8076039,W,OMR,Interior
Clifton Court Intake,8/23/1983,283,31,65.417376,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/3/1989,282,36,84.23126759,D,OMR,Interior
Middle River at Bacon Island Bridge,7/30/1990,281,39,85.42890232,C,OMR,Interior
Old River South of Rock Slough (St 5A),1/20/1983,281,30,63.15136317,W,OMR,Interior
Old River near Rock Slough,10/30/1959,281,29,83.58656463,W,OMR,Interior
Clifton Court Intake,5/7/1986,280,28,66.57784182,W,OMR,Interior
Old River South of Rock Slough (St 5A),2/16/1981,279,28,68.66305851,D,OMR,Interior
Middle River @ Union Point - P10A,3/13/2019,278,32,#N/A,W,OMR,Interior
Middle River @ Union Point - P10A,8/6/2007,277,37,84.7182393,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/19/1980,277,32,62.05980719,AN,OMR,Interior
Contra Costa PP Number 01,6/6/1996,277,30,61.33562885,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/27/1980,277,30,65.09270984,AN,OMR,Interior
Clifton Court Intake,4/24/1985,277,24,76.21112065,D,OMR,Interior
Clifton Court Intake,11/12/1986,276,29,77.67357371,D,OMR,Interior
Middle River at Bacon Island Bridge,9/21/1993,275,28,80.87356521,AN,OMR,Interior
Old River South of Rock Slough (St 5A),2/5/1982,275,26,58.92308216,W,OMR,Interior
Middle River @ Union Point - P10A,1/3/2011,274,32,53.33698971,W,OMR,Interior
Middle River @ Union Point - P10A,11/7/2006,274,32,88.98570418,AN,OMR,Interior
Rock Slough @ Old River,12/17/1986,272,36,84.66151096,W,OMR,Interior
Contra Costa PP Number 01,10/3/2006,272,32,79.15994988,AN,OMR,Interior
Contra Costa PP Number 01,4/10/1997,272,25,73.77999403,W,OMR,Interior
Rock Slough @ Old River,6/6/1989,271,37,82.54506532,D,OMR,Interior
Old River South of Rock Slough (St 5A),2/21/1985,271,23,68.61311727,D,OMR,Interior
Middle River at Bacon Island Bridge,8/22/1990,269,34,83.47764088,C,OMR,Interior
Contra Costa PP Number 01,9/2/1997,269,31,77.2650624,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/12/1981,269,28,80.86307077,D,OMR,Interior
Rock Slough @ Old River,3/27/1985,269,25,72.35776358,D,OMR,Interior
Rock Slough @ Old River,1/22/1987,268,30,77.63242892,D,OMR,Interior
Contra Costa PP Number 01,5/2/2007,268,27,74.44600721,D,OMR,Interior
Contra Costa PP Number 01,8/6/1997,267,39,77.35304839,W,OMR,Interior
Middle River at Bacon Island Bridge,8/27/1990,267,34,83.52017111,C,OMR,Interior
Clifton Court Intake,6/6/1989,266,30,82.54506532,D,OMR,Interior
Old River South of Rock Slough (St 5A),2/14/1980,266,29,67.64537101,AN,OMR,Interior
Old River South of Rock Slough (St 5A),3/15/1985,266,25,71.66117266,D,OMR,Interior
Middle River @ Union Point - P10A,8/4/2009,265,40,84.14076361,D,OMR,Interior
Contra Costa PP Number 01,4/21/1993,265,25,62.38347365,AN,OMR,Interior
Old River South of Rock Slough (St 5A),9/26/1980,265,24,76.604144,AN,OMR,Interior
Contra Costa PP Number 01,7/2/2007,264,29,80.94470218,D,OMR,Interior
Clifton Court Intake,5/22/1985,264,29,80.38836132,D,OMR,Interior
Old River South of Rock Slough (St 5A),1/22/1985,264,23,72.39109753,D,OMR,Interior
Old River South of Rock Slough (St 5A),3/16/1976,263,33,77.79029395,C,OMR,Interior
Old River South of Rock Slough (St 5A),3/4/1981,263,22,75.67405581,D,OMR,Interior
Rock Slough @ Old River,4/9/1986,262,31,52.99907803,W,OMR,Interior
Old River South of Rock Slough (St 5A),2/26/1976,262,29,81.37221634,C,OMR,Interior
Contra Costa PP Number 01,7/2/2002,262,26,80.39099747,D,OMR,Interior
Middle River @ Union Point - P10A,8/2/2006,261,28,78.28975195,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/19/1984,261,25,57.98189429,W,OMR,Interior
Clifton Court Intake,9/27/1984,261,24,70.70772119,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/6/1976,260,31,82.95644102,C,OMR,Interior
Rock Slough at Delta Road Bridge,6/6/2011,259,28,57.57300551,W,OMR,Interior
Old River South of Rock Slough (St 5A),10/5/1978,259,26,75.68522065,C,OMR,Interior
Middle River @ Union Point - P10A,2/6/2017,258,28,50.46962633,W,OMR,Interior
Rock Slough @ Old River,2/27/1985,258,21,69.20707336,D,OMR,Interior
Middle River @ Union Point - P10A,6/6/2011,257,31,57.57300551,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/28/1976,257,30,78.6716198,C,OMR,Interior
Contra Costa PP Number 01,6/7/2005,256,28,54.24209382,AN,OMR,Interior
Old River South of Rock Slough (St 5A),3/9/1976,255,31,75.28454988,C,OMR,Interior
Contra Costa PP Number 01,4/2/2007,255,23,72.02877378,D,OMR,Interior
Old River South of Rock Slough (St 5A),4/14/1978,254,30,52.74067557,AN,OMR,Interior
Rock Slough @ Old River,9/14/1983,254,29,62.98476901,W,OMR,Interior
Old River South of Rock Slough (St 5A),2/10/1976,254,28,83.87040675,C,OMR,Interior
Rock Slough @ Old River,3/27/1984,254,24,59.85340054,W,OMR,Interior
Old River South of Rock Slough (St 5A),12/18/1981,254,24,56.1313435,D,OMR,Interior
Contra Costa PP Number 01,6/6/2000,254,23,72.94579268,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/22/1982,253,28,65.44959567,W,OMR,Interior
Middle River @ Union Point - P10A,10/3/2006,253,24,79.15994988,AN,OMR,Interior
Rock Slough @ Old River,6/7/1985,252,30,78.26385188,D,OMR,Interior
Clifton Court Intake,12/12/1984,252,22,63.6487688,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/6/1979,250,33,80.35169489,AN,OMR,Interior
Contra Costa PP Number 01,6/8/1993,250,26,57.7015985,AN,OMR,Interior
Contra Costa PP Number 01,7/1/1997,249,26,78.99333076,W,OMR,Interior
Old River South of Rock Slough (St 5A),9/16/1983,248,29,64.13561458,W,OMR,Interior
Rock Slough @ Old River,1/24/1984,248,25,48.11330856,W,OMR,Interior
Middle River @ Union Point - P10A,4/4/2011,247,27,0,W,OMR,Interior
Middle River @ Union Point - P10A,7/9/2018,246,30,82.60710477,BN,OMR,Interior
Middle River @ Union Point - P10A,12/4/2017,246,26,83.87250454,W,OMR,Interior
Clifton Court Intake,9/21/1993,245,26,80.87356521,AN,OMR,Interior
Contra Costa PP Number 01,8/2/2000,244,32,77.4197889,AN,OMR,Interior
Old River South of Rock Slough (St 5A),3/26/1980,244,26,56.84018254,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/21/1982,244,25,78.29621658,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/18/1981,243,21,80.97126487,D,OMR,Interior
Middle River @ Union Point - P10A,7/6/2010,241,27,80.72423904,BN,OMR,Interior
Old River South of Rock Slough (St 5A),5/16/1985,241,26,77.45709937,D,OMR,Interior
Old River South of Rock Slough (St 5A),12/14/1982,240,25,58.19292799,W,OMR,Interior
Middle River @ Union Point - P10A,9/6/2006,240,23,78.70958184,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/5/1982,240,21,0,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/16/1985,240,18,77.63759448,D,OMR,Interior
Clifton Court Intake,5/2/1989,238,22,76.84548272,D,OMR,Interior
Old River South of Rock Slough (St 5A),4/16/1984,238,21,68.44196634,W,OMR,Interior
Contra Costa PP Number 01,4/6/2004,238,16,69.18983307,BN,OMR,Interior
Old River South of Rock Slough (St 5A),4/28/1978,237,24,53.14061094,AN,OMR,Interior
Old River South of Rock Slough (St 5A),10/6/1980,236,20,77.15999944,BN,OMR,Interior
Old River South of Rock Slough (St 5A),10/19/1982,234,28,67.33005042,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/15/1972,233,31,83.98953334,BN,OMR,Interior
Contra Costa PP Number 01,7/8/1998,233,23,56.61660003,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/20/1986,233,23,69.94743635,W,OMR,Interior
Clifton Court Intake,11/29/1984,233,21,58.15668026,W,OMR,Interior
Contra Costa PP Number 01,5/4/2004,233,20,76.25300399,BN,OMR,Interior
Old River South of Rock Slough (St 5A),8/21/1984,232,24,77.90828234,W,OMR,Interior
Contra Costa PP Number 01,3/6/2006,232,21,50.66954548,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/2/1981,232,21,75.30547237,D,OMR,Interior
Rock Slough @ Old River,4/24/1985,232,18,76.21112065,D,OMR,Interior
Clifton Court Intake,4/4/1989,231,25,59.46448107,D,OMR,Interior
Old River South of Rock Slough (St 5A),6/3/1975,230,24,63.4770031,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/10/1980,230,23,69.27641079,AN,OMR,Interior
Old River South of Rock Slough (St 5A),1/18/1984,230,22,52.80804893,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/7/1986,229,28,81.25987168,W,OMR,Interior
Contra Costa PP Number 01,7/3/2000,229,22,80.70368222,AN,OMR,Interior
Old River South of Rock Slough (St 5A),5/11/1972,228,29,81.24048084,BN,OMR,Interior
Middle River @ Union Point - P10A,7/7/2009,228,22,82.06398554,D,OMR,Interior
Old River South of Rock Slough (St 5A),11/20/1979,227,26,77.49708288,AN,OMR,Interior
Rock Slough @ Old River,5/7/1986,227,23,66.57784182,W,OMR,Interior
Old River South of Rock Slough (St 5A),2/29/1980,227,21,49.08867267,AN,OMR,Interior
Old River South of Rock Slough (St 5A),1/20/1981,227,20,84.3665229,D,OMR,Interior
Clifton Court Intake,1/24/1984,226,22,48.11330856,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/23/1981,226,17,75.00542927,D,OMR,Interior
Rock Slough @ Old River,5/22/1985,225,24,80.38836132,D,OMR,Interior
Old River South of Rock Slough (St 5A),11/24/1980,225,23,79.91615184,BN,OMR,Interior
Rock Slough @ Old River,6/4/1986,225,21,70.7018673,W,OMR,Interior
Rock Slough @ Old River,7/2/1986,225,19,77.07568175,W,OMR,Interior
Rock Slough @ Old River,11/8/1983,224,23,60.70149483,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/2/1980,223,18,63.56656112,AN,OMR,Interior
Middle River @ Union Point - P10A,7/6/2016,222,26,84.55059684,BN,OMR,Interior
Clifton Court Intake,8/29/1984,222,23,75.80491853,W,OMR,Interior
Rock Slough @ Old River,8/29/1984,221,26,75.80491853,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/16/1980,221,22,68.91440792,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/23/1980,221,21,68.0228655,AN,OMR,Interior
Old River South of Rock Slough (St 5A),12/5/1980,220,21,81.24381742,AN,OMR,Interior
Rock Slough @ Old River,8/14/1986,219,26,79.51248889,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/14/1980,219,20,78.251066,BN,OMR,Interior
Old River South of Rock Slough (St 5A),1/30/1980,218,23,52.74067557,AN,OMR,Interior
Contra Costa PP Number 01,8/5/1999,218,21,71.77110367,W,OMR,Interior
Rock Slough @ Old River,7/25/1984,217,27,75.0760343,W,OMR,Interior
Middle River @ Union Point - P10A,8/7/2017,217,25,80.74384873,W,OMR,Interior
Rock Slough @ Old River,9/1/1993,216,28,78.41118016,AN,OMR,Interior
Old River South of Rock Slough (St 5A),12/4/1979,216,20,75.2791345,BN,OMR,Interior
Old River South of Rock Slough (St 5A),6/6/1978,215,23,66.43085838,AN,OMR,Interior
Contra Costa PP Number 01,6/14/1995,214,23,58.38588799,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/3/1979,214,23,80.43664007,BN,OMR,Interior
Old River South of Rock Slough (St 5A),7/7/1978,213,21,83.4381986,AN,OMR,Interior
Contra Costa PP Number 01,12/6/1995,213,18,79.32528838,W,OMR,Interior
Old River North of Rock Slough (St 4b),9/1/1993,212,27,78.41118016,AN,OMR,Interior
Clifton Court Intake,7/25/1984,212,21,75.0760343,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/12/1980,212,21,49.22949664,AN,OMR,Interior
Old River North of Rock Slough (St 4b),4/21/1993,212,18,62.38347365,AN,OMR,Interior
Old River South of Rock Slough (St 5A),2/3/1976,212,17,81.80059965,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/18/1983,211,19,51.81872331,W,OMR,Interior
Rock Slough @ Old River,4/21/1993,211,18,62.38347365,AN,OMR,Interior
Rock Slough @ Old River,5/2/1989,211,18,76.84548272,D,OMR,Interior
Contra Costa PP Number 01,7/8/1999,211,16,73.33227294,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/21/1986,210,25,0,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/3/1979,210,18,81.41949396,BN,OMR,Interior
Old River South of Rock Slough (St 5A),7/18/1984,209,25,75.88810175,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/6/1981,209,15,79.42709404,D,OMR,Interior
Old River South of Rock Slough (St 5A),9/17/1984,209,14,68.46687852,W,OMR,Interior
Clifton Court Intake,7/26/1983,208,22,60.37858967,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/16/1978,208,22,60.36200235,AN,OMR,Interior
Old River South of Rock Slough (St 5A),9/13/1982,208,17,66.6341757,W,OMR,Interior
Old River South of Rock Slough (St 5A),9/17/1975,208,15,67.76914315,W,OMR,Interior
Contra Costa PP Number 01,10/14/1998,208,14,70.16642583,W,OMR,Interior
Middle River @ Union Point - P10A,8/1/2016,207,27,83.57049111,BN,OMR,Interior
Old River South of Rock Slough (St 5A),3/15/1982,207,19,49.23180133,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/17/1975,207,17,57.14555643,W,OMR,Interior
Contra Costa PP Number 01,9/1/1993,205,21,78.41118016,AN,OMR,Interior
Old River South of Rock Slough (St 5A),12/16/1980,205,18,70.43542093,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/18/1980,204,20,80.02274745,AN,OMR,Interior
Old River South of Rock Slough (St 5A),9/3/1975,204,17,71.67185489,W,OMR,Interior
Old River South of Rock Slough (St 5A),10/20/1980,204,17,75.79339987,BN,OMR,Interior
Old River South of Rock Slough (St 5A),4/16/1986,203,20,57.82517336,W,OMR,Interior
Middle River at Bacon Island Bridge,7/8/1993,203,19,75.05380959,AN,OMR,Interior
Old River South of Rock Slough (St 5A),5/7/1979,203,19,74.48111623,BN,OMR,Interior
Rock Slough @ Old River,12/13/1983,202,21,48.51750848,W,OMR,Interior
Middle River @ Union Point - P10A,4/3/2017,201,22,49.18404199,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/17/1984,201,19,71.23309041,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/3/1980,201,16,78.34640114,BN,OMR,Interior
Old River South of Rock Slough (St 5A),12/17/1979,201,14,79.03917236,BN,OMR,Interior
Middle River at Bacon Island Bridge,7/25/1989,200,25,80.02863026,D,OMR,Interior
Contra Costa PP Number 01,11/8/1995,200,18,81.20170079,C,OMR,Interior
Middle River @ Union Point - P10A,5/2/2011,199,21,57.60965856,W,OMR,Interior
Rock Slough @ Old River,9/27/1984,199,14,70.70772119,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/13/1976,199,14,75.36424222,C,OMR,Interior
Old River South of Rock Slough (St 5A),10/18/1978,198,17,76.6622206,C,OMR,Interior
Old River South of Rock Slough (St 5A),12/18/1978,198,15,81.39380513,AN,OMR,Interior
Middle River @ Union Point - P10A,8/6/2018,197,21,82.35063213,BN,OMR,Interior
Clifton Court Intake,4/9/1986,197,20,52.99907803,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/24/1982,196,20,58.78823135,W,OMR,Interior
Contra Costa PP Number 01,8/2/2005,196,18,80.7913406,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/30/1980,195,16,70.47262594,AN,OMR,Interior
Rock Slough @ Old River,12/12/1984,195,13,63.6487688,W,OMR,Interior
Rock Slough @ Old River,4/4/1989,194,19,59.46448107,D,OMR,Interior
Rock Slough @ Old River,5/30/1984,194,15,76.19129629,W,OMR,Interior
Rock Slough @ Old River,10/25/1984,194,15,73.98724845,W,OMR,Interior
Middle River @ Union Point - P10A,9/7/2017,193,20,77.48586469,W,OMR,Interior
Contra Costa PP Number 01,10/11/1995,193,14,69.40952731,C,OMR,Interior
Rock Slough @ Old River,4/25/1984,193,14,69.28361272,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/27/1976,193,12,77.97062911,C,OMR,Interior
Old River South of Rock Slough (St 5A),12/14/1983,192,19,49.15904734,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/20/1984,192,18,72.85477497,W,OMR,Interior
Contra Costa PP Number 01,8/5/1998,190,16,70.95431958,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/22/1984,190,16,74.34286418,W,OMR,Interior
Contra Costa PP Number 01,11/4/1998,190,14,78.12007996,W,OMR,Interior
Middle River @ Union Point - P10A,8/2/2010,189,20,79.32890201,BN,OMR,Interior
Rock Slough @ Old River,6/27/1984,189,15,78.52956136,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/21/1978,189,15,78.00331108,AN,OMR,Interior
Old River South of Rock Slough (St 5A),5/4/1972,188,18,82.90410837,BN,OMR,Interior
Old River South of Rock Slough (St 5A),1/20/1976,188,12,80.2100418,C,OMR,Interior
Middle River @ Union Point - P10A,3/8/2017,187,18,46.65054443,W,OMR,Interior
Contra Costa PP Number 01,9/6/1995,187,14,67.21706163,W,OMR,Interior
Middle River @ Union Point - P10A,10/2/2017,186,18,77.2692402,BN,OMR,Interior
Old River South of Rock Slough (St 5A),7/7/1980,186,15,68.25641473,AN,OMR,Interior
Rock Slough @ Old River,11/29/1984,186,13,58.15668026,W,OMR,Interior
Contra Costa PP Number 01,8/12/1993,185,18,71.58781984,AN,OMR,Interior
Old River South of Rock Slough (St 5A),11/30/1978,185,15,77.51582042,C,OMR,Interior
