Long Station Name,Collection Date,EC,TDS,Sacramento X2,WYT,Location,Area
Old River South of Rock Slough (St 5A),7/20/1977,1690,900,95.79344749,C,OMR,Interior
Old River South of Rock Slough (St 5A),12/20/1977,1640,896,89.23499497,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/30/1972,1570,893,92.10107177,BN,OMR,Interior
Old River South of Rock Slough (St 5A),6/29/1972,1480,886,93.04418194,BN,OMR,Interior
Old River South of Rock Slough (St 5A),9/13/1977,1620,869,97.75189249,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/6/1972,1510,865,86.35065233,BN,OMR,Interior
Old River South of Rock Slough (St 5A),11/1/1977,1530,836,97.79821424,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/12/1977,1540,828,94.29014398,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/20/1977,1510,827,94.30759826,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/27/1977,1490,821,93.68297047,C,OMR,Interior
Old River South of Rock Slough (St 5A),10/4/1977,1490,813,95.16189775,C,OMR,Interior
Old River South of Rock Slough (St 5A),8/16/1977,1420,812,95.12016685,C,OMR,Interior
Old River South of Rock Slough (St 5A),8/30/1977,1460,811,96.31383784,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/6/1977,1460,805,95.3442764,C,OMR,Interior
Old River South of Rock Slough (St 5A),11/8/1977,1500,800,93.6482057,C,OMR,Interior
Old River South of Rock Slough (St 5A),10/11/1977,1440,799,0,C,OMR,Interior
Contra Costa PP Number 01,12/7/1999,1390,797,84.3486242,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/26/1977,1490,796,94.6464473,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/28/1972,1400,784,93.50734356,BN,OMR,Interior
Old River South of Rock Slough (St 5A),8/2/1977,1400,780,95.68394653,C,OMR,Interior
Old River South of Rock Slough (St 5A),10/18/1977,1390,773,0,C,OMR,Interior
Old River South of Rock Slough (St 5A),12/27/1977,1440,768,86.39928373,C,OMR,Interior
Old River South of Rock Slough (St 5A),11/14/1977,1420,766,97.01418075,C,OMR,Interior
Old River South of Rock Slough (St 5A),8/9/1977,1350,760,94.66206153,C,OMR,Interior
Old River South of Rock Slough (St 5A),10/25/1977,1370,758,98.51353899,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/23/1977,1390,751,95.42512283,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/6/1972,1340,746,86.35065233,BN,OMR,Interior
Old River South of Rock Slough (St 5A),3/29/1977,1300,737,92.15314133,C,OMR,Interior
Old River South of Rock Slough (St 5A),12/7/1977,1300,724,95.92716794,C,OMR,Interior
Old River South of Rock Slough (St 5A),8/23/1977,1300,717,95.4484552,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/8/1977,1260,699,95.5432589,C,OMR,Interior
Old River South of Rock Slough (St 5A),11/21/1977,1320,694,93.6810691,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/20/1977,1250,680,94.53718803,C,OMR,Interior
Contra Costa PP Number 01,3/7/2000,1125,678,48.16682697,AN,OMR,Interior
Contra Costa PP Number 01,10/8/2002,1120,676,89.3846487,D,OMR,Interior
Contra Costa PP Number 01,2/3/2003,1070,676,54.06515388,AN,OMR,Interior
Contra Costa PP Number 01,12/4/2007,1212,674,87.28423839,D,OMR,Interior
Old River South of Rock Slough (St 5A),3/2/1977,1180,659,90.26821064,C,OMR,Interior
Contra Costa PP Number 01,3/3/1998,1100,658,46.174655,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/24/1972,970,652,93.34177705,BN,OMR,Interior
Old River South of Rock Slough (St 5A),2/7/1977,1160,646,94.06067372,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/11/1972,1120,641,86.44946351,BN,OMR,Interior
Old River South of Rock Slough (St 5A),7/11/1972,1120,632,86.44946351,BN,OMR,Interior
Old River South of Rock Slough (St 5A),5/5/1977,1150,618,94.55252563,C,OMR,Interior
Contra Costa PP Number 01,1/7/2003,1010,609,51.99960319,AN,OMR,Interior
Contra Costa PP Number 01,12/10/1997,1080,606,71.95083355,W,OMR,Interior
Contra Costa PP Number 01,1/4/2000,1186,602,80.55744457,AN,OMR,Interior
Old River South of Rock Slough (St 5A),3/15/1977,1080,591,93.69341681,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/9/1977,1050,586,97.08249253,C,OMR,Interior
Contra Costa PP Number 01,11/6/2007,1048,582,89.58054651,W,OMR,Interior
Contra Costa PP Number 01,1/8/2001,1030,571,94.68792213,D,OMR,Interior
Old River South of Rock Slough (St 5A),3/1/1991,1050,568,95.64094598,C,OMR,Interior
Old River South of Rock Slough (St 5A),1/3/1978,1030,561,83.7303191,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/29/1972,1010,561,93.04418194,BN,OMR,Interior
Rock Slough @ Old River,9/22/1994,988,544,90.04354307,C,OMR,Interior
Old River South of Rock Slough (St 5A),11/18/1985,992,543,93.20373275,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/18/1977,991,542,92.05772441,C,OMR,Interior
Old River South of Rock Slough (St 5A),12/3/1987,1000,535,94.23731184,D,OMR,Interior
Rock Slough @ Old River,1/24/1990,962,533,79.66720736,C,OMR,Interior
Contra Costa PP Number 01,12/9/1991,988,529,94.2937316,C,OMR,Interior
Old River South of Rock Slough (St 5A),1/6/1977,988,529,92.67386711,C,OMR,Interior
Contra Costa PP Number 01,11/5/2002,874,526,91.73476989,D,OMR,Interior
Contra Costa PP Number 01,3/7/1996,898,524,46.46251523,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/28/1972,904,522,93.50734356,BN,OMR,Interior
Contra Costa PP Number 01,10/2/2007,928,521,87.02852586,W,OMR,Interior
Contra Costa PP Number 01,11/9/1994,988,520,92.63852791,AN,OMR,Interior
Contra Costa PP Number 01,12/3/2002,850,520,93.0185482,D,OMR,Interior
Contra Costa PP Number 01,9/4/2002,854,511,88.12309273,D,OMR,Interior
Contra Costa PP Number 01,11/5/1997,948,508,91.80829068,W,OMR,Interior
Contra Costa PP Number 01,2/5/1998,879,507,41.15155574,W,OMR,Interior
Contra Costa PP Number 01,1/6/1998,920,505,80.42409534,W,OMR,Interior
Contra Costa PP Number 01,9/20/1994,935,503,92.37559029,C,OMR,Interior
Contra Costa PP Number 01,11/17/1992,943,499,94.87189975,C,OMR,Interior
Contra Costa PP Number 01,12/8/1992,933,498,96.70881536,C,OMR,Interior
Rock Slough @ Old River,10/24/1990,960,497,94.04183083,D,OMR,Interior
Clifton Court Intake,12/10/1992,875,496,95.44056579,C,OMR,Interior
Old River North of Rock Slough (St 4b),1/29/1991,878,495,94.90599798,C,OMR,Interior
Contra Costa PP Number 01,2/6/2001,943,494,82.30525912,D,OMR,Interior
Old River South of Rock Slough (St 5A),12/15/1976,902,490,94.22153803,C,OMR,Interior
Rock Slough @ Old River,1/29/1991,897,488,94.90599798,C,OMR,Interior
Old River North of Rock Slough (St 4b),10/24/1990,921,486,94.04183083,D,OMR,Interior
Old River North of Rock Slough (St 4b),8/19/1992,915,481,92.0935494,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/22/1992,909,481,92.3938467,C,OMR,Interior
Contra Costa PP Number 01,10/7/1999,892,481,85.55971154,W,OMR,Interior
Contra Costa PP Number 01,10/1/2008,870,481,88.30977329,D,OMR,Interior
Old River South of Rock Slough (St 5A),9/12/1979,882,480,86.66490009,BN,OMR,Interior
Contra Costa PP Number 01,3/11/1993,801,480,59.02850507,AN,OMR,Interior
Old River South of Rock Slough (St 5A),2/1/1991,881,479,94.15033685,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/24/1972,818,478,93.34177705,BN,OMR,Interior
Old River North of Rock Slough (St 4b),4/25/1990,905,476,87.22990049,C,OMR,Interior
Rock Slough @ Old River,8/19/1992,901,473,92.0935494,C,OMR,Interior
Contra Costa PP Number 01,11/6/2001,898,473,92.77803114,AN,OMR,Interior
Contra Costa PP Number 01,7/22/1992,905,471,92.3938467,C,OMR,Interior
Contra Costa PP Number 01,6/23/1992,885,469,92.2794422,C,OMR,Interior
Old River South of Rock Slough (St 5A),1/4/1991,860,469,93.20280671,C,OMR,Interior
Contra Costa PP Number 01,10/7/1992,900,468,92.45317986,C,OMR,Interior
Clifton Court Intake,2/27/1991,840,467,95.15255136,C,OMR,Interior
Rock Slough @ Old River,4/25/1990,864,466,87.22990049,C,OMR,Interior
Contra Costa PP Number 01,2/3/2009,794,465,84.30493265,D,OMR,Interior
Contra Costa PP Number 01,8/19/1992,904,464,92.0935494,C,OMR,Interior
Rock Slough @ Old River,7/22/1992,899,464,92.3938467,C,OMR,Interior
Contra Costa PP Number 01,9/22/1992,882,463,92.38888101,C,OMR,Interior
Clifton Court Intake,4/24/1991,792,461,86.48122671,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/27/1972,786,454,94.28595728,BN,OMR,Interior
Old River North of Rock Slough (St 4b),1/24/1990,804,453,79.66720736,C,OMR,Interior
Contra Costa PP Number 01,9/5/2007,812,452,85.25541551,D,OMR,Interior
Clifton Court Intake,12/11/1990,853,451,93.08539402,C,OMR,Interior
Contra Costa PP Number 01,2/24/1992,793,451,66.71267132,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/2/1981,793,448,89.4339165,D,OMR,Interior
Old River South of Rock Slough (St 5A),6/25/1972,970,446,93.79838621,BN,OMR,Interior
Old River South of Rock Slough (St 5A),3/3/1989,807,444,93.76129389,D,OMR,Interior
Contra Costa PP Number 01,11/19/1991,836,443,93.6335894,C,OMR,Interior
Clifton Court Intake,12/11/1991,810,443,94.35994762,C,OMR,Interior
Clifton Court Intake,6/27/1990,786,442,84.4854239,C,OMR,Interior
Rock Slough @ Old River,10/7/1992,849,441,92.45317986,C,OMR,Interior
Contra Costa PP Number 01,1/6/2004,784,441,55.58733795,BN,OMR,Interior
Rock Slough @ Old River,1/23/1992,792,439,92.69366513,C,OMR,Interior
Clifton Court Intake,3/9/1993,730,438,59.04059358,AN,OMR,Interior
Contra Costa PP Number 01,12/13/1994,814,437,82.54298007,C,OMR,Interior
Old River North of Rock Slough (St 4b),10/7/1992,835,436,92.45317986,C,OMR,Interior
Old River South of Rock Slough (St 5A),1/20/1977,813,436,91.05034635,C,OMR,Interior
Old River South of Rock Slough (St 5A),8/5/1986,723,435,80.38588581,W,OMR,Interior
Middle River @ Union Point - P10A,2/3/2014,774,430,93.92384943,C,OMR,Interior
Contra Costa PP Number 01,11/1/2004,765,430,83.50140273,AN,OMR,Interior
Old River South of Rock Slough (St 5A),9/18/1981,758,427,85.78904211,D,OMR,Interior
Contra Costa PP Number 01,3/6/2001,753,421,70.05240742,D,OMR,Interior
Old River South of Rock Slough (St 5A),6/26/1972,700,415,93.98192603,BN,OMR,Interior
Contra Costa PP Number 01,1/17/1995,709,413,46.35508675,W,OMR,Interior
Contra Costa PP Number 01,9/2/2008,744,411,88.7732302,C,OMR,Interior
Clifton Court Intake,1/31/1991,731,410,94.0793962,C,OMR,Interior
Old River South of Rock Slough (St 5A),2/2/1990,711,410,83.0339583,C,OMR,Interior
Contra Costa PP Number 01,12/3/2003,724,408,87.61870823,AN,OMR,Interior
Rock Slough @ Old River,8/25/1994,805,407,90.48799198,C,OMR,Interior
Contra Costa PP Number 01,9/11/1991,782,405,92.53683095,C,OMR,Interior
Contra Costa PP Number 01,10/6/2004,730,402,80.20091081,AN,OMR,Interior
Middle River @ Union Point - P10A,3/3/2014,725,402,80.57624471,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/29/1976,737,401,88.66226543,C,OMR,Interior
Contra Costa PP Number 01,1/23/1992,732,399,92.69366513,C,OMR,Interior
Contra Costa PP Number 01,1/3/2006,703,398,0,W,OMR,Interior
Contra Costa PP Number 01,4/1/2003,663,398,69.81194277,AN,OMR,Interior
Middle River @ Union Point - P10A,12/7/2015,710,395,94.9140377,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/1/1990,751,394,92.60495482,C,OMR,Interior
Clifton Court Intake,11/19/1992,737,394,93.66767375,C,OMR,Interior
Contra Costa PP Number 01,12/3/2001,750,393,82.50576236,D,OMR,Interior
Contra Costa PP Number 01,1/3/2005,640,393,63.06546569,AN,OMR,Interior
Clifton Court Intake,6/25/1992,724,392,90.85817896,C,OMR,Interior
Contra Costa PP Number 01,8/5/2002,665,392,83.27712196,D,OMR,Interior
Middle River @ Union Point - P10A,6/1/2015,697,391,93.2549537,C,OMR,Interior
Contra Costa PP Number 01,1/2/2007,704,390,80.23657174,D,OMR,Interior
Old River South of Rock Slough (St 5A),8/3/1976,668,390,85.66917278,C,OMR,Interior
Contra Costa PP Number 01,6/24/1991,705,387,92.83977948,C,OMR,Interior
Clifton Court Intake,10/23/1990,710,386,94.64630634,D,OMR,Interior
Contra Costa PP Number 01,3/7/2005,654,386,57.47547175,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/29/1979,717,383,84.68527652,BN,OMR,Interior
Contra Costa PP Number 01,11/4/2003,673,382,88.40480968,D,OMR,Interior
Middle River at Bacon Island Bridge,12/10/1992,686,378,95.44056579,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/25/1979,685,376,82.86895876,BN,OMR,Interior
Rock Slough @ Old River,7/20/1994,645,376,90.6143213,C,OMR,Interior
Clifton Court Intake,9/24/1992,717,375,92.85385013,C,OMR,Interior
Middle River @ Union Point - P10A,11/2/2015,675,373,93.88533024,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/24/1972,625,372,93.34177705,BN,OMR,Interior
Clifton Court Intake,11/13/1990,689,370,93.89378554,D,OMR,Interior
Middle River @ Union Point - P10A,7/6/2015,667,370,95.81957478,C,OMR,Interior
Contra Costa PP Number 01,4/10/1995,635,370,50.51772825,W,OMR,Interior
Rock Slough @ Old River,7/20/1994,692,369,90.6143213,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/20/1994,690,369,90.6143213,C,OMR,Interior
Old River South of Rock Slough (St 5A),10/8/1976,626,369,89.25179208,W,OMR,Interior
Contra Costa PP Number 01,8/21/1991,699,368,88.57096592,C,OMR,Interior
Old River South of Rock Slough (St 5A),1/6/1988,669,367,87.58232555,C,OMR,Interior
Contra Costa PP Number 01,12/5/2005,660,366,82.80590189,AN,OMR,Interior
Clifton Court Intake,11/21/1991,688,365,93.42904814,C,OMR,Interior
Contra Costa PP Number 01,1/8/2002,616,361,54.28372948,D,OMR,Interior
Contra Costa PP Number 01,1/13/1993,633,360,64.09402935,AN,OMR,Interior
Contra Costa PP Number 01,8/23/1994,703,359,91.93258472,C,OMR,Interior
Contra Costa PP Number 01,12/5/1996,688,359,78.03491703,W,OMR,Interior
Middle River @ Union Point - P10A,8/3/2015,648,359,95.38511805,C,OMR,Interior
Clifton Court Intake,9/22/1994,667,358,90.04354307,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/24/1972,627,358,93.34177705,BN,OMR,Interior
Clifton Court Intake,5/23/1990,654,356,90.30188297,C,OMR,Interior
Middle River @ Union Point - P10A,10/5/2015,616,355,94.93479848,C,OMR,Interior
Contra Costa PP Number 01,3/3/2003,591,355,60.574921,AN,OMR,Interior
Contra Costa PP Number 01,11/7/2000,668,354,84.3926938,W,OMR,Interior
Contra Costa PP Number 01,11/3/2008,642,354,93.02142734,D,OMR,Interior
Old River South of Rock Slough (St 5A),8/18/1981,628,354,87.20292234,D,OMR,Interior
Rock Slough @ Old River,5/23/1990,660,353,90.30188297,C,OMR,Interior
Contra Costa PP Number 01,7/20/1994,666,351,90.6143213,C,OMR,Interior
Middle River @ Union Point - P10A,2/3/2009,633,350,84.30493265,D,OMR,Interior
Middle River at Bacon Island Bridge,11/13/1990,625,350,93.89378554,D,OMR,Interior
Contra Costa PP Number 01,10/7/2003,604,350,88.64679121,D,OMR,Interior
Contra Costa PP Number 01,11/17/1993,647,347,88.13138401,C,OMR,Interior
Old River South of Rock Slough (St 5A),12/17/1985,605,347,77.70271234,D,OMR,Interior
Clifton Court Intake,5/19/1994,599,346,76.51544974,C,OMR,Interior
Old River North of Rock Slough (St 4b),10/23/1991,665,344,94.27657666,C,OMR,Interior
Old River South of Rock Slough (St 5A),8/13/1979,592,343,83.32246149,BN,OMR,Interior
Contra Costa PP Number 01,10/7/1997,640,342,90.04861349,W,OMR,Interior
Middle River @ Union Point - P10A,11/3/2014,613,342,92.39401068,D,OMR,Interior
Contra Costa PP Number 01,12/6/2004,579,340,88.99645057,BN,OMR,Interior
Rock Slough @ Old River,10/20/1994,636,338,92.73586707,AN,OMR,Interior
Old River South of Rock Slough (St 5A),10/22/1985,639,337,91.1066811,W,OMR,Interior
Middle River at Bacon Island Bridge,2/26/1991,610,335,94.34149831,C,OMR,Interior
Middle River @ Union Point - P10A,1/6/2009,589,335,86.18470086,D,OMR,Interior
Old River North of Rock Slough (St 4b),5/22/1991,613,334,90.63835999,C,OMR,Interior
Middle River at Bacon Island Bridge,11/19/1992,607,332,93.66767375,C,OMR,Interior
Clifton Court Intake,6/25/1991,607,332,93.04612539,C,OMR,Interior
Middle River @ Union Point - P10A,1/4/2016,601,332,89.47617765,BN,OMR,Interior
Middle River @ Union Point - P10A,1/6/2014,601,332,92.33233742,C,OMR,Interior
Rock Slough @ Old River,10/23/1991,637,331,94.27657666,C,OMR,Interior
Rock Slough @ Old River,2/23/1990,598,330,83.08252588,C,OMR,Interior
Middle River at Bacon Island Bridge,12/11/1991,609,329,94.35994762,C,OMR,Interior
Rock Slough @ Old River,5/22/1991,596,326,90.63835999,C,OMR,Interior
Rock Slough @ Old River,7/24/1991,596,324,92.78926842,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/24/1991,595,322,92.78926842,C,OMR,Interior
Middle River at Bacon Island Bridge,10/24/1990,585,322,94.04183083,D,OMR,Interior
Middle River @ Union Point - P10A,9/9/2015,581,322,94.75346141,C,OMR,Interior
Middle River @ Union Point - P10A,3/2/2009,583,321,65.57301543,D,OMR,Interior
Old River South of Rock Slough (St 5A),3/1/1988,540,320,91.84800955,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/2/1976,567,318,88.80012135,C,OMR,Interior
Clifton Court Intake,2/25/1992,554,318,65.86224313,C,OMR,Interior
Contra Costa PP Number 01,12/2/2008,574,317,92.75840841,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/22/1976,571,316,85.42715675,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/22/1976,571,316,85.42715675,C,OMR,Interior
Contra Costa PP Number 01,2/6/1995,533,316,48.45038827,W,OMR,Interior
Middle River @ Union Point - P10A,5/4/2015,568,315,94.17154572,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/25/1976,567,314,86.50100266,C,OMR,Interior
Old River South of Rock Slough (St 5A),8/12/1976,525,314,85.92286507,C,OMR,Interior
Clifton Court Intake,8/25/1994,597,312,90.48799198,C,OMR,Interior
Old River South of Rock Slough (St 5A),10/14/1981,557,312,89.11569229,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/7/1976,548,312,87.94264314,C,OMR,Interior
Old River South of Rock Slough (St 5A),2/20/1979,517,312,61.16117032,BN,OMR,Interior
Contra Costa PP Number 01,4/4/1996,554,310,58.29157662,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/3/1987,564,308,84.30302728,D,OMR,Interior
Middle River @ Union Point - P10A,1/9/2019,543,308,#N/A,W,OMR,Interior
Contra Costa PP Number 01,10/13/1994,569,306,90.78710967,AN,OMR,Interior
Clifton Court Intake,6/4/1992,569,306,92.61021102,C,OMR,Interior
Contra Costa PP Number 01,12/16/1993,566,306,82.70555681,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/15/1976,566,306,88.67818386,C,OMR,Interior
Old River South of Rock Slough (St 5A),7/15/1976,566,306,88.67818386,C,OMR,Interior
Old River South of Rock Slough (St 5A),11/10/1981,545,306,88.94945498,AN,OMR,Interior
Clifton Court Intake,3/27/1991,548,305,71.68911216,C,OMR,Interior
Contra Costa PP Number 01,9/8/2004,540,305,83.45154489,BN,OMR,Interior
Rock Slough @ Old River,7/26/1990,572,304,86.56430395,C,OMR,Interior
Contra Costa PP Number 01,10/23/1991,585,302,94.27657666,C,OMR,Interior
Middle River @ Union Point - P10A,2/2/2010,536,302,54.29400396,BN,OMR,Interior
Old River South of Rock Slough (St 5A),1/16/1986,530,302,84.02165809,W,OMR,Interior
Middle River at Bacon Island Bridge,11/21/1991,547,301,93.42904814,C,OMR,Interior
Middle River @ Union Point - P10A,1/3/2008,544,301,83.34570353,C,OMR,Interior
Middle River @ Union Point - P10A,12/1/2014,542,301,93.6049299,C,OMR,Interior
Old River South of Rock Slough (St 5A),8/3/1981,553,300,85.40012999,D,OMR,Interior
Rock Slough @ Old River,3/20/1990,548,300,85.09103604,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/28/1988,533,300,88.84197167,C,OMR,Interior
Middle River at Bacon Island Bridge,3/24/1994,516,300,72.52425966,C,OMR,Interior
Rock Slough @ Old River,8/21/1991,550,299,88.57096592,C,OMR,Interior
Middle River @ Union Point - P10A,7/7/2014,541,299,90.2187572,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/17/1976,575,298,85.56655881,C,OMR,Interior
Middle River at Bacon Island Bridge,6/25/1992,564,298,90.85817896,C,OMR,Interior
Old River North of Rock Slough (St 4b),8/21/1991,551,298,88.57096592,C,OMR,Interior
Clifton Court Intake,5/21/1991,527,297,91.14886705,C,OMR,Interior
Old River South of Rock Slough (St 5A),4/4/1978,506,297,57.31670008,AN,OMR,Interior
Contra Costa PP Number 01,8/5/2008,492,297,88.35573476,C,OMR,Interior
Middle River at Bacon Island Bridge,12/11/1990,542,296,93.08539402,C,OMR,Interior
Middle River at Bacon Island Bridge,1/29/1991,532,296,94.90599798,C,OMR,Interior
Contra Costa PP Number 01,5/21/1991,537,295,91.14886705,C,OMR,Interior
Middle River at Bacon Island Bridge,7/22/1992,527,294,92.3938467,C,OMR,Interior
Contra Costa PP Number 01,5/2/1996,516,292,66.95278638,W,OMR,Interior
Contra Costa PP Number 01,10/3/2000,548,289,87.25802224,W,OMR,Interior
Middle River @ Union Point - P10A,4/8/2008,492,288,78.37516679,C,OMR,Interior
Clifton Court Intake,4/24/1990,532,287,86.79032173,C,OMR,Interior
Clifton Court Intake,7/23/1991,528,286,91.47785985,C,OMR,Interior
Clifton Court Intake,2/14/1990,515,286,84.5852336,C,OMR,Interior
Old River North of Rock Slough (St 4b),6/28/1988,512,286,88.84197167,C,OMR,Interior
Contra Costa PP Number 01,3/2/2004,500,284,49.65011755,BN,OMR,Interior
Contra Costa PP Number 01,4/4/2005,499,284,55.79737907,AN,OMR,Interior
Middle River @ Union Point - P10A,1/5/2015,470,284,71.50190239,C,OMR,Interior
Middle River @ Union Point - P10A,12/2/2008,511,283,92.75840841,C,OMR,Interior
Middle River at Bacon Island Bridge,3/9/1993,471,283,59.04059358,AN,OMR,Interior
Middle River at Bacon Island Bridge,5/19/1994,499,282,76.51544974,C,OMR,Interior
Contra Costa PP Number 01,5/5/1999,451,282,57.23000982,W,OMR,Interior
Middle River @ Union Point - P10A,5/6/2008,503,280,81.24308533,C,OMR,Interior
Middle River @ Union Point - P10A,10/6/2014,503,280,94.77701545,D,OMR,Interior
Middle River @ Union Point - P10A,3/2/2010,483,280,63.81753273,BN,OMR,Interior
Old River South of Rock Slough (St 5A),2/5/1979,468,280,64.2815478,BN,OMR,Interior
Old River North of Rock Slough (St 4b),7/26/1990,524,279,86.56430395,C,OMR,Interior
Middle River at Bacon Island Bridge,10/7/1992,522,279,92.45317986,C,OMR,Interior
Middle River @ Union Point - P10A,12/2/2013,507,279,93.39492499,D,OMR,Interior
Old River South of Rock Slough (St 5A),7/7/1987,505,278,85.52687347,D,OMR,Interior
Contra Costa PP Number 01,10/3/2005,504,278,81.90521431,BN,OMR,Interior
Middle River at Bacon Island Bridge,2/17/1994,482,278,75.37363149,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/10/1976,524,276,85.09946008,C,OMR,Interior
Middle River @ Union Point - P10A,3/5/2007,485,276,58.91442023,D,OMR,Interior
Clifton Court Intake,9/24/1990,504,275,90.82305445,C,OMR,Interior
Middle River @ Union Point - P10A,5/5/2014,483,275,87.63000727,C,OMR,Interior
Middle River @ Union Point - P10A,2/3/2016,488,274,59.65346245,BN,OMR,Interior
Old River South of Rock Slough (St 5A),1/17/1978,468,274,59.14625574,AN,OMR,Interior
Contra Costa PP Number 01,8/6/2007,492,272,84.7182393,D,OMR,Interior
Middle River @ Union Point - P10A,8/4/2014,490,272,88.73599436,C,OMR,Interior
Old River South of Rock Slough (St 5A),3/9/1978,442,272,51.06449328,AN,OMR,Interior
Middle River at Bacon Island Bridge,4/8/1993,465,271,54.30864006,AN,OMR,Interior
Contra Costa PP Number 01,2/6/2006,491,270,52.81827396,W,OMR,Interior
Contra Costa PP Number 01,1/12/1994,482,269,82.38546939,C,OMR,Interior
Old River South of Rock Slough (St 5A),10/9/1979,482,269,84.06190501,AN,OMR,Interior
Middle River at Bacon Island Bridge,3/25/1991,469,269,72.32639176,C,OMR,Interior
Middle River @ Union Point - P10A,4/7/2014,459,269,75.44547873,C,OMR,Interior
Middle River @ Union Point - P10A,1/2/2007,490,268,80.23657174,D,OMR,Interior
Contra Costa PP Number 01,11/7/1996,495,267,84.27562766,W,OMR,Interior
Contra Costa PP Number 01,11/7/2005,468,267,89.68142253,BN,OMR,Interior
Contra Costa PP Number 01,4/8/2008,465,267,78.37516679,C,OMR,Interior
Clifton Court Intake,5/13/1993,456,267,61.911538,AN,OMR,Interior
Old River South of Rock Slough (St 5A),2/14/1978,419,267,52.74067557,AN,OMR,Interior
Clifton Court Intake,12/15/1993,490,266,84.34978841,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/30/1976,465,266,83.96095388,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/10/1976,460,266,86.24558722,C,OMR,Interior
Clifton Court Intake,2/21/1990,472,265,80.12996718,C,OMR,Interior
Middle River @ Union Point - P10A,1/5/2010,466,265,86.26711441,BN,OMR,Interior
Old River South of Rock Slough (St 5A),7/31/1979,455,265,81.75511799,BN,OMR,Interior
Contra Costa PP Number 01,1/6/1999,459,263,64.63920091,W,OMR,Interior
Middle River at Bacon Island Bridge,1/23/1992,455,263,92.69366513,C,OMR,Interior
Contra Costa PP Number 01,8/3/2004,470,260,81.28623188,BN,OMR,Interior
Middle River @ Union Point - P10A,2/5/2008,456,260,54.87619201,C,OMR,Interior
Old River South of Rock Slough (St 5A),3/24/1978,437,260,55.92345804,AN,OMR,Interior
Middle River at Bacon Island Bridge,10/20/1994,464,258,92.73586707,AN,OMR,Interior
Middle River @ Union Point - P10A,2/6/2007,460,258,79.89948567,D,OMR,Interior
Middle River @ Union Point - P10A,4/6/2010,441,258,68.63765096,BN,OMR,Interior
Clifton Court Intake,3/24/1994,437,258,72.52425966,C,OMR,Interior
Old River South of Rock Slough (St 5A),11/15/1983,427,257,59.86273225,W,OMR,Interior
Rock Slough @ Old River,8/22/1990,477,256,83.47764088,C,OMR,Interior
Middle River @ Union Point - P10A,11/4/2013,463,256,90.34617646,BN,OMR,Interior
Contra Costa PP Number 01,2/5/2008,462,256,54.87619201,C,OMR,Interior
Middle River @ Union Point - P10A,5/3/2016,461,256,75.47029728,BN,OMR,Interior
Middle River @ Union Point - P10A,10/1/2008,461,256,88.30977329,D,OMR,Interior
Contra Costa PP Number 01,2/6/2007,456,256,79.89948567,D,OMR,Interior
Middle River at Bacon Island Bridge,8/19/1992,484,254,92.0935494,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/4/1990,479,253,85.84737194,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/1/1987,458,253,84.03896739,D,OMR,Interior
