Long Station Name,Collection Date,EC,TDS,Sacramento X2,WYT,Location,Area
San Joaquin River @ Mossdale Bridge - C7A,8/15/1996,747,429,77.46,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/12/1996,666,390,76.74,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/10/1996,609,347,83.55,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/14/1996,690,392,87.30,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/12/1996,220,134,67.98,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/13/1997,185,111,47.19,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/13/1997,338,190,55.45,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/9/1997,788,461,73.80,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/13/1997,346,208,71.63,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,6/4/1997,560,308,78.51,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/2/1997,620,351,78.24,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/7/1997,663,415,77.95,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/2/1997,671,398,77.27,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/12/2009,789,485,92.73,D,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,12/12/2009,766,470,92.73,D,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/12/2010,928,578,91.08,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/12/2010,1008,602,91.08,BN,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/18/2010,945,585,86.05,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/18/2010,848,510,86.05,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/20/2010,778,451,82.29,BN,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/20/2010,923,558,82.29,BN,SJRcorridor,Interior
San Joaquin River at Holt Rd.,1/19/2011,247,145,66.73,W,SJRcorridor,Interior
Old River nr Tracy,4/23/1991,1510,906,85.01362795,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,3/2/1989,1430,886,91.3346382,D,SouthDelta,Interior
Old River nr Tracy,3/2/1989,1410,873,91.3346382,D,SouthDelta,Interior
Old River nr Tracy,2/14/1990,1320,811,84.5852336,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/23/1991,1360,803,85.01362795,C,SouthDelta,Interior
Old River nr Tracy,1/29/1991,1320,798,94.90599798,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,12/23/2008,1257,752,91.80575032,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,2/14/1990,1240,752,84.5852336,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/29/1991,1240,741,94.90599798,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/24/1990,1200,733,79.66720736,C,SouthDelta,Interior
Old River nr Tracy,1/24/1990,1190,725,79.66720736,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,3/23/2009,1179,722,67.34893515,D,SouthDelta,Interior
Old River nr Tracy,10/23/1991,1220,711,94.27657666,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,3/23/2009,1156,694,67.34893515,D,SouthDelta,Interior
Old River nr Tracy,1/23/1992,1150,687,92.69366513,C,SouthDelta,Interior
Old River nr Tracy,4/25/1990,1120,671,87.22990049,C,SouthDelta,Interior
Old River nr Tracy,10/24/1990,1140,667,94.04183083,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/24/1990,1100,663,79.66720736,C,SouthDelta,Interior
Old River nr Tracy,8/21/1991,1140,659,88.57096592,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/23/1992,1100,655,92.69366513,C,SouthDelta,Interior
Old River nr Tracy,7/22/1992,1120,653,92.3938467,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,2/11/2009,1093,651,83.0036227,D,SouthDelta,Interior
Old River nr Tracy,7/24/1991,1110,650,92.78926842,C,SouthDelta,Interior
Old River nr Tracy,4/22/1992,1110,648,77.19407905,C,SouthDelta,Interior
Old River nr Tracy,8/19/1992,1160,646,92.0935494,C,SouthDelta,Interior
Old River @ Middle River,3/16/2009,1043,643,64.397985,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/22/1992,1100,641,92.3938467,C,SouthDelta,Interior
Old River @ Middle River,2/10/2009,1079,641,84.02790463,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,1/12/2009,1092,635,89.32251087,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,2/11/2009,1068,633,83.0036227,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,12/11/2008,1047,607,93.85276614,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/19/1992,1080,603,92.0935494,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/24/1990,1030,592,94.04183083,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,4/9/2009,1013,588,75.01511525,D,SouthDelta,Interior
Old River nr Tracy,7/20/1994,997,587,90.6143213,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,1/12/2009,1009,584,89.32251087,D,SouthDelta,Interior
Old River @ Middle River,4/1/2009,1008,584,73.95020527,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/21/1991,1000,578,88.57096592,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,1/26/2009,995,578,88.07443799,D,SouthDelta,Interior
Old River @ Middle River,1/7/2009,962,570,86.91076865,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/23/1991,997,569,94.27657666,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/20/1994,956,566,90.6143213,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/24/1991,974,564,92.78926842,C,SouthDelta,Interior
Old River nr Tracy,7/8/1993,950,560,75.05380959,AN,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,1/26/2009,952,554,88.07443799,D,SouthDelta,Interior
Old River nr Tracy,4/20/1994,942,552,78.884997,C,SouthDelta,Interior
Old River nr Tracy,10/7/1992,974,550,92.45317986,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/22/1992,932,544,77.19407905,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/20/1994,922,542,78.884997,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,2/26/2009,911,541,60.14582078,D,SouthDelta,Interior
Old River nr Tracy,7/25/1989,850,530,80.02863026,D,SouthDelta,Interior
Old River nr Tracy,8/22/1990,857,526,83.47764088,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,12/23/2008,928,525,91.80575032,C,SouthDelta,Interior
Old River nr Tracy,7/26/1990,916,523,86.56430395,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,3/9/2009,868,521,54.40866096,D,SouthDelta,Interior
Old River @ Middle River,12/22/2008,900,519,92.48009562,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,12/11/2008,898,517,93.85276614,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/25/1989,800,510,80.02863026,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/25/1989,800,510,80.02863026,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/22/1992,900,502,92.3938467,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/8/1993,855,499,75.05380959,AN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/7/1992,881,498,92.45317986,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/20/1994,852,496,90.6143213,C,SouthDelta,Interior
Old River @ Middle River,2/25/2009,844,492,63.13375011,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/25/1990,839,491,87.22990049,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,2/26/2009,840,490,60.14582078,D,SouthDelta,Interior
Old River @ Middle River,1/29/2009,862,479,83.77227583,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/26/1990,843,479,86.56430395,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,4/9/2009,844,478,75.01511525,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,4/23/2009,814,474,79.53429049,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/21/1991,840,471,88.57096592,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/20/1994,824,471,78.884997,C,SouthDelta,Interior
Old River nr Tracy,4/21/1993,802,458,62.38347365,AN,SouthDelta,Interior
Old River nr Tracy,1/12/1994,771,451,82.38546939,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/19/1992,822,445,92.0935494,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/22/1990,735,445,83.47764088,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,3/9/2009,728,436,54.40866096,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2014,774,430,93.92384943,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/12/1994,726,424,82.38546939,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,6/8/2009,739,421,77.24823856,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/3/2014,725,402,80.57624471,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/7/2015,710,395,94.9140377,C,SouthDelta,Interior
Old River @ Middle River,4/16/2009,694,392,67.73613947,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/1/2015,697,391,93.2549537,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/25/1990,671,377,87.22990049,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/29/1991,700,376,94.90599798,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/24/1990,703,373,94.04183083,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/2/2015,675,373,93.88533024,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/22/1990,652,372,83.47764088,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2015,667,370,95.81957478,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/7/1992,684,363,92.45317986,C,SouthDelta,Interior
Middle River @ Union Point - P10A,8/3/2015,648,359,95.38511805,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2015,616,355,94.93479848,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/21/1993,615,354,62.38347365,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2009,633,350,84.30493265,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2014,613,342,92.39401068,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/6/2009,589,335,86.18470086,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/6/2014,601,332,92.33233742,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/4/2016,601,332,89.47617765,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/9/2015,581,322,94.75346141,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2009,583,321,65.57301543,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/4/2015,568,315,94.17154572,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,5/7/2009,554,312,68.40551796,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/23/1992,546,308,92.69366513,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/9/2019,543,308,#N/A,W,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,6/8/2009,550,304,77.24823856,D,SouthDelta,Interior
Old River nr Tracy,9/1/1993,530,304,78.41118016,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/2/2010,536,302,54.29400396,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,1/3/2008,544,301,83.34570353,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/1/2014,542,301,93.6049299,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/7/2014,541,299,90.2187572,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/8/2008,492,288,78.37516679,C,SouthDelta,Interior
Middle R @ Tracy Rd Bdg,3/2/1989,506,287,91.3346382,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/5/2015,470,284,71.50190239,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/2/2008,511,283,92.75840841,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/6/2008,503,280,81.24308533,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/6/2014,503,280,94.77701545,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2010,483,280,63.81753273,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/2/2013,507,279,93.39492499,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,5/21/2009,488,277,75.54540529,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/24/1991,511,276,92.78926842,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/5/2007,485,276,58.91442023,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/5/2014,483,275,87.63000727,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2016,488,274,59.65346245,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,5/22/1991,479,273,90.63835999,C,SouthDelta,Interior
Middle River @ Union Point - P10A,8/4/2014,490,272,88.73599436,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2014,459,269,75.44547873,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/2/2007,490,268,80.23657174,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/5/2010,466,265,86.26711441,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2008,456,260,54.87619201,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2007,460,258,79.89948567,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/6/2010,441,258,68.63765096,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/4/2013,463,256,90.34617646,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/1/2008,461,256,88.30977329,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/3/2016,461,256,75.47029728,BN,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,4/23/2009,463,255,79.53429049,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/8/2018,456,252,84.74492337,BN,SouthDelta,Interior
Middle R @ Tracy Rd Bdg,7/24/1991,454,251,92.78926842,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2015,415,250,87.92593622,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/2/2014,452,249,90.3346038,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/23/1991,463,247,94.27657666,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2008,443,246,93.02142734,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2014,436,241,93.56618111,C,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2008,435,241,81.73068377,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/4/2019,411,240,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/7/2013,430,239,87.90258861,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2015,406,237,78.10690622,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/6/2007,427,236,89.58054651,W,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/7/2009,425,234,68.40551796,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/22/1992,409,232,77.19407905,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/6/2015,419,231,88.0123047,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2018,402,230,74.06112596,BN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/13/1993,376,228,64.09402935,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/6/2009,411,227,87.99178837,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/5/2018,362,227,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,12/3/2018,408,226,#N/A,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/11/2018,407,226,#N/A,W,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,9/1/1993,386,223,78.41118016,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/7/2016,398,221,83.68530205,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,5/4/2010,400,220,57.05251942,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/4/2007,399,220,80.25338455,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/26/1990,396,216,86.56430395,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/4/2016,387,216,86.5637221,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/2/2008,387,214,88.7732302,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/4/2008,374,214,66.16351777,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/7/2011,372,209,56.35666923,W,SouthDelta,Interior
Middle River @ Union Point - P10A,1/9/2017,338,203,56.18463132,W,SouthDelta,Interior
Old River nr Tracy,1/13/1993,332,202,64.09402935,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/5/2007,364,200,85.25541551,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/5/2009,358,197,73.26168644,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/7/2018,352,196,64.92049336,BN,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/21/2009,353,195,75.54540529,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2016,353,195,87.41045331,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2009,352,195,88.3635176,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2016,328,194,66.37589317,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/4/2007,348,193,87.28423839,D,SouthDelta,Interior
Middle River @ Union Point - P10A,9/10/2018,346,192,84.8982076,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2007,346,191,74.44600721,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/7/2011,334,191,64.18410148,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/9/2009,345,190,84.37552482,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2010,340,188,83.98583932,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/10/2016,321,188,62.66343249,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/5/2006,341,187,88.65054031,W,SouthDelta,Interior
Middle River @ Union Point - P10A,4/9/2018,358,186,54.04390508,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2009,336,185,74.90839371,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2007,335,185,87.02852586,W,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2010,334,185,84.63274041,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/2/2007,318,181,72.02877378,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1993,318,180,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/1/2008,318,180,84.87243383,C,SouthDelta,Interior
Middle River @ Union Point - P10A,6/7/2016,319,179,82.94141541,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/6/2010,321,178,84.27592276,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/1/2009,320,177,92.29828513,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2009,314,176,75.36176628,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/5/2008,304,169,88.35573476,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/2/2007,303,167,80.94470218,D,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2010,294,163,86.84207092,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2016,288,160,84.03725468,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/13/2019,278,159,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,1/3/2011,274,159,53.33698971,W,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2017,258,158,50.46962633,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2018,284,157,74.73149108,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2006,274,155,88.98570418,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/8/2010,288,153,67.97063022,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2007,277,152,84.7182393,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/4/2009,265,146,84.14076361,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/2/2006,261,145,78.28975195,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/3/2006,253,143,79.15994988,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/6/2011,257,142,57.57300551,W,SouthDelta,Interior
Old River nr Tracy,10/20/1993,249,142,84.89979461,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/20/1993,244,142,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/4/2011,247,140,0,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2010,241,139,80.72423904,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/4/2017,246,136,83.87250454,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/9/2018,246,136,82.60710477,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/7/2009,228,135,82.06398554,D,SouthDelta,Interior
Middle River @ Union Point - P10A,9/6/2006,240,133,78.70958184,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/1/2016,207,132,83.57049111,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2016,222,126,84.55059684,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/7/2017,217,124,80.74384873,W,SouthDelta,Interior
Old River @ Middle River,6/9/1998,236,123,51.89782644,W,SouthDelta,Interior
Middle River @ Union Point - P10A,4/3/2017,201,115,49.18404199,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2011,199,110,57.60965856,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2018,197,110,82.35063213,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/8/2017,187,110,46.65054443,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2017,193,109,77.48586469,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/2/2010,189,105,79.32890201,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2017,186,104,77.2692402,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2017,177,104,57.96351261,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/10/2017,177,103,70.04911852,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2011,184,102,56.36389323,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2006,154,89,67.43685291,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/3/2017,120,73,50.00669585,W,SouthDelta,Interior
