Long Station Name,Collection Date,EC,K,Sacramento X2,WYT,Location,Area
Clifton Court Intake,2/17/1994,415,2.7,75.37363149,C,OMR,Interior
Clifton Court Intake,11/10/1993,418,2.7,87.72748074,C,OMR,Interior
Clifton Court Intake,3/24/1994,437,2.7,72.52425966,C,OMR,Interior
Middle River at Bacon Island Bridge,4/21/1993,440,2.7,62.38347365,AN,OMR,Interior
Middle River @ Union Point - P10A,4/6/2010,441,2.7,68.63765096,BN,OMR,Interior
Middle River @ Union Point - P10A,5/3/2016,461,2.7,75.47029728,BN,OMR,Interior
Middle River @ Union Point - P10A,4/8/2008,492,2.7,78.37516679,C,OMR,Interior
Middle River @ Union Point - P10A,12/3/2018,408,2.77,#N/A,BN,OMR,Interior
Middle River @ Union Point - P10A,2/6/2017,258,2.8,50.46962633,W,OMR,Interior
Middle River @ Union Point - P10A,4/9/2018,358,2.8,54.04390508,BN,OMR,Interior
Rock Slough @ Old River,6/26/1990,377,2.8,87.03302324,C,OMR,Interior
Contra Costa PP Number 01,2/7/2005,379,2.8,66.68285541,AN,OMR,Interior
Clifton Court Intake,8/21/1990,397,2.8,82.94560259,C,OMR,Interior
Contra Costa PP Number 01,1/5/1994,403,2.8,81.23635172,C,OMR,Interior
Contra Costa PP Number 01,3/24/1992,421,2.8,67.98576989,C,OMR,Interior
Contra Costa PP Number 01,1/9/1997,427,2.8,31.8495819,W,OMR,Interior
Middle River @ Union Point - P10A,11/6/2007,427,2.8,89.58054651,W,OMR,Interior
Middle River @ Union Point - P10A,10/7/2013,430,2.8,87.90258861,BN,OMR,Interior
Old River North of Rock Slough (St 4b),10/20/1993,436,2.8,84.89979461,C,OMR,Interior
Contra Costa PP Number 01,2/6/2007,456,2.8,79.89948567,D,OMR,Interior
Contra Costa PP Number 01,1/6/1999,459,2.8,64.63920091,W,OMR,Interior
Contra Costa PP Number 01,12/5/2006,461,2.8,88.65054031,W,OMR,Interior
Contra Costa PP Number 01,2/5/2008,462,2.8,54.87619201,C,OMR,Interior
Contra Costa PP Number 01,11/7/2005,468,2.8,89.68142253,BN,OMR,Interior
Middle River @ Union Point - P10A,1/2/2007,490,2.8,80.23657174,D,OMR,Interior
Middle River @ Union Point - P10A,5/6/2008,503,2.8,81.24308533,C,OMR,Interior
Middle River @ Union Point - P10A,11/7/2016,353,2.9,87.41045331,C,OMR,Interior
Contra Costa PP Number 01,3/4/2008,361,2.9,66.16351777,C,OMR,Interior
Middle River @ Union Point - P10A,12/7/2016,398,2.9,83.68530205,BN,OMR,Interior
Middle River @ Union Point - P10A,10/11/2018,407,2.9,#N/A,W,OMR,Interior
Middle River @ Union Point - P10A,10/6/2009,411,2.9,87.99178837,C,OMR,Interior
Middle River at Bacon Island Bridge,8/5/1991,415,2.9,91.32485805,C,OMR,Interior
Middle River @ Union Point - P10A,6/2/2008,435,2.9,81.73068377,C,OMR,Interior
Middle River @ Union Point - P10A,9/2/2014,452,2.9,90.3346038,C,OMR,Interior
Middle River @ Union Point - P10A,1/8/2018,456,2.9,84.74492337,BN,OMR,Interior
Clifton Court Intake,7/25/1990,457,2.9,87.85147172,C,OMR,Interior
Middle River @ Union Point - P10A,10/1/2008,461,2.9,88.30977329,D,OMR,Interior
Contra Costa PP Number 01,1/12/1994,482,2.9,82.38546939,C,OMR,Interior
Contra Costa PP Number 01,10/3/2005,504,2.9,81.90521431,BN,OMR,Interior
Clifton Court Intake,4/24/1990,532,2.9,86.79032173,C,OMR,Interior
Clifton Court Intake,5/19/1994,599,2.9,76.51544974,C,OMR,Interior
Clifton Court Intake,6/27/1990,786,2.9,84.4854239,C,OMR,Interior
Middle River at Bacon Island Bridge,5/21/1991,359,3,91.14886705,C,OMR,Interior
Middle River at Bacon Island Bridge,7/24/1991,404,3,92.78926842,C,OMR,Interior
Middle River @ Union Point - P10A,3/2/2015,406,3,78.10690622,C,OMR,Interior
Middle River at Bacon Island Bridge,3/25/1993,416,3,54.90975845,AN,OMR,Interior
Middle River @ Union Point - P10A,4/6/2015,419,3,88.0123047,C,OMR,Interior
Middle River at Bacon Island Bridge,1/24/1990,420,3,79.66720736,C,OMR,Interior
Contra Costa PP Number 01,5/5/1999,451,3,57.23000982,W,OMR,Interior
Clifton Court Intake,10/20/1994,451,3,92.73586707,AN,OMR,Interior
Middle River at Bacon Island Bridge,5/21/1992,458,3,91.77345049,C,OMR,Interior
Middle River @ Union Point - P10A,4/7/2014,459,3,75.44547873,C,OMR,Interior
Old River North of Rock Slough (St 4b),8/22/1990,463,3,83.47764088,C,OMR,Interior
Middle River at Bacon Island Bridge,2/17/1994,482,3,75.37363149,C,OMR,Interior
Middle River @ Union Point - P10A,3/2/2010,483,3,63.81753273,BN,OMR,Interior
Old River near Rock Slough,9/15/1959,486,3,84.58759953,BN,OMR,Interior
Contra Costa PP Number 01,2/6/2006,491,3,52.81827396,W,OMR,Interior
Contra Costa PP Number 01,8/6/2007,492,3,84.7182393,D,OMR,Interior
Middle River @ Union Point - P10A,10/6/2014,503,3,94.77701545,D,OMR,Interior
Contra Costa PP Number 01,9/8/2004,540,3,83.45154489,BN,OMR,Interior
Contra Costa PP Number 01,3/7/1996,898,3,46.46251523,W,OMR,Interior
Middle River @ Union Point - P10A,1/9/2017,338,3.1,56.18463132,W,OMR,Interior
Contra Costa PP Number 01,2/10/1993,361,3.1,66.22571537,AN,OMR,Interior
Middle River at Bacon Island Bridge,9/24/1990,368,3.1,90.82305445,C,OMR,Interior
Contra Costa PP Number 01,5/19/1992,451,3.1,92.35936602,C,OMR,Interior
Middle River at Bacon Island Bridge,5/7/1992,456,3.1,90.34949329,C,OMR,Interior
Middle River at Bacon Island Bridge,9/24/1992,458,3.1,92.85385013,C,OMR,Interior
Middle River @ Union Point - P10A,11/4/2013,463,3.1,90.34617646,BN,OMR,Interior
Clifton Court Intake,2/21/1990,472,3.1,80.12996718,C,OMR,Interior
Rock Slough @ Old River,8/22/1990,477,3.1,83.47764088,C,OMR,Interior
Old River near Rock Slough,9/15/1959,509,3.1,84.58759953,BN,OMR,Interior
Contra Costa PP Number 01,4/10/1995,635,3.1,50.51772825,W,OMR,Interior
Middle River @ Union Point - P10A,2/5/2018,402,3.2,74.06112596,BN,OMR,Interior
Old River South of Rock Slough (St 5A),12/3/1981,423,3.2,52.53667998,D,OMR,Interior
Middle River at Bacon Island Bridge,1/23/1992,455,3.2,92.69366513,C,OMR,Interior
Middle River at Bacon Island Bridge,9/1/1992,465,3.2,91.88565434,C,OMR,Interior
Middle River at Bacon Island Bridge,3/24/1994,516,3.2,72.52425966,C,OMR,Interior
Clifton Court Intake,5/21/1991,527,3.2,91.14886705,C,OMR,Interior
Contra Costa PP Number 01,10/3/2000,548,3.2,87.25802224,W,OMR,Interior
Contra Costa PP Number 01,3/6/2001,753,3.2,70.05240742,D,OMR,Interior
Middle River at Bacon Island Bridge,2/9/1993,320,3.3,67.78217395,AN,OMR,Interior
Clifton Court Intake,2/9/1993,345,3.3,67.78217395,AN,OMR,Interior
Middle River at Bacon Island Bridge,1/13/1993,423,3.3,64.09402935,AN,OMR,Interior
Middle River at Bacon Island Bridge,6/28/1991,451,3.3,91.92518677,C,OMR,Interior
Middle River at Bacon Island Bridge,10/20/1994,464,3.3,92.73586707,AN,OMR,Interior
Clifton Court Intake,9/10/1991,469,3.3,92.73110822,C,OMR,Interior
Middle River at Bacon Island Bridge,8/19/1992,484,3.3,92.0935494,C,OMR,Interior
Clifton Court Intake,9/24/1990,504,3.3,90.82305445,C,OMR,Interior
Contra Costa PP Number 01,10/13/1994,569,3.3,90.78710967,AN,OMR,Interior
Middle River @ Union Point - P10A,3/4/2008,374,3.4,66.16351777,C,OMR,Interior
Middle River @ Union Point - P10A,2/3/2015,415,3.4,87.92593622,C,OMR,Interior
Middle River at Bacon Island Bridge,4/8/1993,465,3.4,54.30864006,AN,OMR,Interior
Middle River at Bacon Island Bridge,3/25/1991,469,3.4,72.32639176,C,OMR,Interior
Middle River @ Union Point - P10A,8/4/2014,490,3.4,88.73599436,C,OMR,Interior
Contra Costa PP Number 01,8/5/2008,492,3.4,88.35573476,C,OMR,Interior
Middle River at Bacon Island Bridge,1/7/1992,519,3.4,93.01508883,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/26/1990,524,3.4,86.56430395,C,OMR,Interior
Contra Costa PP Number 01,12/6/2004,579,3.4,88.99645057,BN,OMR,Interior
Contra Costa PP Number 01,10/7/2003,604,3.4,88.64679121,D,OMR,Interior
Contra Costa PP Number 01,1/8/2002,616,3.4,54.28372948,D,OMR,Interior
Contra Costa PP Number 01,3/11/1993,801,3.4,59.02850507,AN,OMR,Interior
Middle River @ Union Point - P10A,11/3/2008,443,3.5,93.02142734,D,OMR,Interior
Clifton Court Intake,12/15/1993,490,3.5,84.34978841,AN,OMR,Interior
Old River North of Rock Slough (St 4b),6/28/1988,512,3.5,88.84197167,C,OMR,Interior
Clifton Court Intake,2/14/1990,515,3.5,84.5852336,C,OMR,Interior
Middle River at Bacon Island Bridge,7/22/1992,527,3.5,92.3938467,C,OMR,Interior
Clifton Court Intake,7/23/1991,528,3.5,91.47785985,C,OMR,Interior
Middle River at Bacon Island Bridge,6/9/1992,535,3.5,88.84783983,C,OMR,Interior
Middle River at Bacon Island Bridge,12/11/1990,542,3.5,93.08539402,C,OMR,Interior
Rock Slough @ Old River,10/10/1991,554,3.5,88.47167384,C,OMR,Interior
Old River South of Rock Slough (St 5A),10/14/1981,557,3.5,89.11569229,AN,OMR,Interior
Old River North of Rock Slough (St 4b),10/10/1991,563,3.5,88.47167384,C,OMR,Interior
Contra Costa PP Number 01,12/2/2008,574,3.5,92.75840841,C,OMR,Interior
Contra Costa PP Number 01,1/13/1993,633,3.5,64.09402935,AN,OMR,Interior
Contra Costa PP Number 01,10/7/1999,892,3.5,85.55971154,W,OMR,Interior
Contra Costa PP Number 01,12/7/1999,1390,3.5,84.3486242,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/24/1981,451,3.6,65.98476899,AN,OMR,Interior
Middle River @ Union Point - P10A,2/5/2008,456,3.6,54.87619201,C,OMR,Interior
Middle River @ Union Point - P10A,1/5/2010,466,3.6,86.26711441,BN,OMR,Interior
Middle River at Bacon Island Bridge,10/19/1992,534,3.6,94.57151352,C,OMR,Interior
Old River North of Rock Slough (St 4b),8/7/1991,539,3.6,92.52821793,C,OMR,Interior
Middle River @ Union Point - P10A,7/7/2014,541,3.6,90.2187572,C,OMR,Interior
Old River South of Rock Slough (St 5A),11/10/1981,545,3.6,88.94945498,AN,OMR,Interior
Rock Slough @ Old River,8/7/1991,546,3.6,92.52821793,C,OMR,Interior
Rock Slough @ Old River,3/20/1990,548,3.6,85.09103604,C,OMR,Interior
Rock Slough @ Old River,8/21/1991,550,3.6,88.57096592,C,OMR,Interior
Old River South of Rock Slough (St 5A),8/3/1981,553,3.6,85.40012999,D,OMR,Interior
Middle River at Bacon Island Bridge,11/13/1990,625,3.6,93.89378554,D,OMR,Interior
Contra Costa PP Number 01,11/4/2003,673,3.6,88.40480968,D,OMR,Interior
Contra Costa PP Number 01,1/6/1998,920,3.69,80.42409534,W,OMR,Interior
Rock Slough @ Old River,1/27/1993,294,3.7,54.16889291,AN,OMR,Interior
Old River North of Rock Slough (St 4b),1/27/1993,302,3.7,54.16889291,AN,OMR,Interior
Middle River @ Union Point - P10A,4/7/2016,328,3.7,66.37589317,BN,OMR,Interior
Middle River @ Union Point - P10A,12/2/2013,507,3.7,93.39492499,D,OMR,Interior
Middle River @ Union Point - P10A,12/2/2008,511,3.7,92.75840841,C,OMR,Interior
Old River South of Rock Slough (St 5A),6/28/1988,533,3.7,88.84197167,C,OMR,Interior
Contra Costa PP Number 01,5/21/1991,537,3.7,91.14886705,C,OMR,Interior
Middle River @ Union Point - P10A,12/1/2014,542,3.7,93.6049299,C,OMR,Interior
Middle River at Bacon Island Bridge,11/21/1991,547,3.7,93.42904814,C,OMR,Interior
Old River North of Rock Slough (St 4b),8/21/1991,551,3.7,88.57096592,C,OMR,Interior
Middle River at Bacon Island Bridge,6/25/1992,564,3.7,90.85817896,C,OMR,Interior
Clifton Court Intake,6/4/1992,569,3.7,92.61021102,C,OMR,Interior
Middle River at Bacon Island Bridge,8/4/1992,571,3.7,93.425676,C,OMR,Interior
Rock Slough @ Old River,7/26/1990,572,3.7,86.56430395,C,OMR,Interior
Middle River @ Union Point - P10A,9/9/2015,581,3.7,94.75346141,C,OMR,Interior
Contra Costa PP Number 01,10/23/1991,585,3.7,94.27657666,C,OMR,Interior
Middle River @ Union Point - P10A,10/5/2015,616,3.7,94.93479848,C,OMR,Interior
Old River near Rock Slough,9/2/1959,621,3.7,91.96611223,BN,OMR,Interior
Old River South of Rock Slough (St 5A),8/18/1981,628,3.7,87.20292234,D,OMR,Interior
Contra Costa PP Number 01,12/5/2005,660,3.7,82.80590189,AN,OMR,Interior
Contra Costa PP Number 01,11/7/2000,668,3.7,84.3926938,W,OMR,Interior
Contra Costa PP Number 01,12/3/2002,850,3.7,93.0185482,D,OMR,Interior
Clifton Court Intake,12/10/1992,875,3.7,95.44056579,C,OMR,Interior
Middle River at Bacon Island Bridge,3/9/1993,471,3.8,59.04059358,AN,OMR,Interior
Middle River at Bacon Island Bridge,10/7/1992,522,3.8,92.45317986,C,OMR,Interior
Middle River at Bacon Island Bridge,1/29/1991,532,3.8,94.90599798,C,OMR,Interior
Contra Costa PP Number 01,2/6/1995,533,3.8,48.45038827,W,OMR,Interior
Middle River @ Union Point - P10A,1/3/2008,544,3.8,83.34570353,C,OMR,Interior
Clifton Court Intake,3/27/1991,548,3.8,71.68911216,C,OMR,Interior
Contra Costa PP Number 01,12/16/1993,566,3.8,82.70555681,AN,OMR,Interior
Middle River @ Union Point - P10A,3/2/2009,583,3.8,65.57301543,D,OMR,Interior
Middle River at Bacon Island Bridge,10/24/1990,585,3.8,94.04183083,D,OMR,Interior
Middle River @ Union Point - P10A,1/6/2009,589,3.8,86.18470086,D,OMR,Interior
Clifton Court Intake,5/23/1990,654,3.8,90.30188297,C,OMR,Interior
Contra Costa PP Number 01,12/5/1996,688,3.8,78.03491703,W,OMR,Interior
Contra Costa PP Number 01,11/1/2004,765,3.8,83.50140273,AN,OMR,Interior
Contra Costa PP Number 01,2/5/1998,879,3.85,41.15155574,W,OMR,Interior
Middle River at Bacon Island Bridge,10/8/1991,398,3.9,88.19157893,C,OMR,Interior
Middle River @ Union Point - P10A,2/4/2019,411,3.9,#N/A,W,OMR,Interior
Middle River @ Union Point - P10A,2/2/2010,536,3.9,54.29400396,BN,OMR,Interior
Clifton Court Intake,8/25/1994,597,3.9,90.48799198,C,OMR,Interior
Middle River @ Union Point - P10A,11/3/2014,613,3.9,92.39401068,D,OMR,Interior
Old River near Rock Slough,9/2/1959,644,3.9,91.96611223,BN,OMR,Interior
Contra Costa PP Number 01,8/5/2002,665,3.9,83.27712196,D,OMR,Interior
Old River near Rock Slough,7/7/1959,716,3.9,94.29889644,BN,OMR,Interior
Contra Costa PP Number 01,12/3/2003,724,3.9,87.61870823,AN,OMR,Interior
Contra Costa PP Number 01,2/8/2000,385,4,57.61717763,AN,OMR,Interior
Middle River @ Union Point - P10A,1/5/2015,470,4,71.50190239,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/24/1991,595,4,92.78926842,C,OMR,Interior
Rock Slough @ Old River,7/24/1991,596,4,92.78926842,C,OMR,Interior
Rock Slough @ Old River,2/23/1990,598,4,83.08252588,C,OMR,Interior
Middle River @ Union Point - P10A,1/6/2014,601,4,92.33233742,C,OMR,Interior
Middle River at Bacon Island Bridge,11/19/1992,607,4,93.66767375,C,OMR,Interior
Contra Costa PP Number 01,11/17/1993,647,4,88.13138401,C,OMR,Interior
Middle River @ Union Point - P10A,8/3/2015,648,4,95.38511805,C,OMR,Interior
Clifton Court Intake,9/22/1994,667,4,90.04354307,C,OMR,Interior
Contra Costa PP Number 01,10/6/2004,730,4,80.20091081,AN,OMR,Interior
Clifton Court Intake,3/9/1993,730,4,59.04059358,AN,OMR,Interior
Middle River @ Union Point - P10A,5/4/2015,568,4.1,94.17154572,C,OMR,Interior
Rock Slough @ Old River,5/22/1991,596,4.1,90.63835999,C,OMR,Interior
Clifton Court Intake,6/25/1991,607,4.1,93.04612539,C,OMR,Interior
Middle River at Bacon Island Bridge,12/11/1991,609,4.1,94.35994762,C,OMR,Interior
Middle River at Bacon Island Bridge,2/26/1991,610,4.1,94.34149831,C,OMR,Interior
Rock Slough @ Old River,10/20/1994,636,4.1,92.73586707,AN,OMR,Interior
Rock Slough @ Old River,10/23/1991,637,4.1,94.27657666,C,OMR,Interior
Contra Costa PP Number 01,11/3/2008,642,4.1,93.02142734,D,OMR,Interior
Middle River @ Union Point - P10A,11/2/2015,675,4.1,93.88533024,C,OMR,Interior
Old River near Rock Slough,7/7/1959,749,4.1,94.29889644,BN,OMR,Interior
Clifton Court Intake,4/24/1991,792,4.1,86.48122671,C,OMR,Interior
Contra Costa PP Number 01,2/3/2003,1070,4.1,54.06515388,AN,OMR,Interior
Middle River @ Union Point - P10A,1/9/2019,543,4.2,#N/A,W,OMR,Interior
Old River North of Rock Slough (St 4b),5/22/1991,613,4.2,90.63835999,C,OMR,Interior
Contra Costa PP Number 01,1/3/2005,640,4.2,63.06546569,AN,OMR,Interior
Contra Costa PP Number 01,12/3/2001,750,4.2,82.50576236,D,OMR,Interior
Contra Costa PP Number 01,11/5/2002,874,4.2,91.73476989,D,OMR,Interior
Middle River @ Union Point - P10A,1/4/2016,601,4.3,89.47617765,BN,OMR,Interior
Old River North of Rock Slough (St 4b),10/23/1991,665,4.3,94.27657666,C,OMR,Interior
Clifton Court Intake,11/13/1990,689,4.3,93.89378554,D,OMR,Interior
Contra Costa PP Number 01,1/2/2007,704,4.3,80.23657174,D,OMR,Interior
Contra Costa PP Number 01,9/11/1991,782,4.3,92.53683095,C,OMR,Interior
Contra Costa PP Number 01,1/6/2004,784,4.3,55.58733795,BN,OMR,Interior
Contra Costa PP Number 01,3/7/2000,1125,4.3,48.16682697,AN,OMR,Interior
Middle River @ Union Point - P10A,2/3/2016,488,4.4,59.65346245,BN,OMR,Interior
Clifton Court Intake,2/25/1992,554,4.4,65.86224313,C,OMR,Interior
Middle River @ Union Point - P10A,7/6/2015,667,4.4,95.81957478,C,OMR,Interior
Middle River at Bacon Island Bridge,12/10/1992,686,4.4,95.44056579,C,OMR,Interior
Clifton Court Intake,11/21/1991,688,4.4,93.42904814,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/20/1994,690,4.4,90.6143213,C,OMR,Interior
Rock Slough @ Old River,7/20/1994,692,4.4,90.6143213,C,OMR,Interior
Contra Costa PP Number 01,8/23/1994,703,4.4,91.93258472,C,OMR,Interior
Clifton Court Intake,10/23/1990,710,4.4,94.64630634,D,OMR,Interior
Middle River @ Union Point - P10A,3/3/2014,725,4.4,80.57624471,C,OMR,Interior
Contra Costa PP Number 01,9/2/2008,744,4.4,88.7732302,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/18/1981,758,4.4,85.78904211,D,OMR,Interior
Clifton Court Intake,12/11/1991,810,4.4,94.35994762,C,OMR,Interior
Contra Costa PP Number 01,2/6/2001,943,4.4,82.30525912,D,OMR,Interior
Middle River @ Union Point - P10A,2/3/2009,633,4.5,84.30493265,D,OMR,Interior
Rock Slough @ Old River,5/23/1990,660,4.5,90.30188297,C,OMR,Interior
Contra Costa PP Number 01,7/20/1994,666,4.5,90.6143213,C,OMR,Interior
Middle River @ Union Point - P10A,6/1/2015,697,4.5,93.2549537,C,OMR,Interior
Clifton Court Intake,9/24/1992,717,4.5,92.85385013,C,OMR,Interior
Contra Costa PP Number 01,1/4/2000,1186,4.5,80.55744457,AN,OMR,Interior
Contra Costa PP Number 01,12/4/2007,1212,4.5,87.28423839,D,OMR,Interior
Contra Costa PP Number 01,1/3/2006,703,4.6,0,W,OMR,Interior
Middle River @ Union Point - P10A,12/7/2015,710,4.6,94.9140377,C,OMR,Interior
Clifton Court Intake,6/25/1992,724,4.6,90.85817896,C,OMR,Interior
Clifton Court Intake,1/31/1991,731,4.6,94.0793962,C,OMR,Interior
Clifton Court Intake,11/19/1992,737,4.6,93.66767375,C,OMR,Interior
Contra Costa PP Number 01,9/4/2002,854,4.6,88.12309273,D,OMR,Interior
Contra Costa PP Number 01,10/2/2007,928,4.6,87.02852586,W,OMR,Interior
Contra Costa PP Number 01,3/3/1998,1100,4.64,46.174655,W,OMR,Interior
Contra Costa PP Number 01,12/10/1997,1080,4.66,71.95083355,W,OMR,Interior
Contra Costa PP Number 01,6/24/1991,705,4.7,92.83977948,C,OMR,Interior
Old River South of Rock Slough (St 5A),9/2/1981,793,4.7,89.4339165,D,OMR,Interior
Old River North of Rock Slough (St 4b),10/7/1992,835,4.7,92.45317986,C,OMR,Interior
Old River South of Rock Slough (St 5A),12/17/1985,605,4.8,77.70271234,D,OMR,Interior
Contra Costa PP Number 01,1/17/1995,709,4.8,46.35508675,W,OMR,Interior
Contra Costa PP Number 01,1/23/1992,732,4.8,92.69366513,C,OMR,Interior
Contra Costa PP Number 01,2/24/1992,793,4.8,66.71267132,C,OMR,Interior
Contra Costa PP Number 01,9/5/2007,812,4.8,85.25541551,D,OMR,Interior
Contra Costa PP Number 01,1/7/2003,1010,4.8,51.99960319,AN,OMR,Interior
Old River North of Rock Slough (St 4b),10/20/1992,766,4.9,94.16017229,C,OMR,Interior
Contra Costa PP Number 01,11/6/2007,1048,4.9,89.58054651,W,OMR,Interior
Rock Slough @ Old River,10/20/1992,811,5,94.16017229,C,OMR,Interior
Contra Costa PP Number 01,11/6/2001,898,5,92.77803114,AN,OMR,Interior
Middle River @ Union Point - P10A,2/3/2014,774,5.1,93.92384943,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/9/1992,795,5.1,91.63677332,C,OMR,Interior
Contra Costa PP Number 01,10/1/2008,870,5.1,88.30977329,D,OMR,Interior
Contra Costa PP Number 01,1/8/2001,1030,5.1,94.68792213,D,OMR,Interior
Contra Costa PP Number 01,11/5/1997,948,5.11,91.80829068,W,OMR,Interior
Middle River at Bacon Island Bridge,2/16/1993,524,5.2,58.91466321,AN,OMR,Interior
Old River North of Rock Slough (St 4b),1/24/1990,804,5.2,79.66720736,C,OMR,Interior
Rock Slough @ Old River,8/25/1994,805,5.2,90.48799198,C,OMR,Interior
Rock Slough @ Old River,7/9/1992,812,5.2,91.63677332,C,OMR,Interior
Clifton Court Intake,2/27/1991,840,5.2,95.15255136,C,OMR,Interior
Rock Slough @ Old River,10/7/1992,849,5.2,92.45317986,C,OMR,Interior
Contra Costa PP Number 01,11/19/1991,836,5.3,93.6335894,C,OMR,Interior
Contra Costa PP Number 01,9/22/1992,882,5.3,92.38888101,C,OMR,Interior
Rock Slough @ Old River,1/23/1992,792,5.4,92.69366513,C,OMR,Interior
Rock Slough @ Old River,4/25/1990,864,5.4,87.22990049,C,OMR,Interior
Contra Costa PP Number 01,10/7/1992,900,5.4,92.45317986,C,OMR,Interior
Contra Costa PP Number 01,11/17/1992,943,5.4,94.87189975,C,OMR,Interior
Middle River at Bacon Island Bridge,1/26/1993,373,5.5,53.01541285,AN,OMR,Interior
Old River North of Rock Slough (St 4b),8/6/1992,840,5.5,92.5804813,C,OMR,Interior
Clifton Court Intake,12/11/1990,853,5.5,93.08539402,C,OMR,Interior
Contra Costa PP Number 01,8/19/1992,904,5.6,92.0935494,C,OMR,Interior
Contra Costa PP Number 01,9/20/1994,935,5.6,92.37559029,C,OMR,Interior
Old River near Rock Slough,8/18/1959,937,5.6,93.54824528,BN,OMR,Interior
Contra Costa PP Number 01,10/8/2002,1120,5.6,89.3846487,D,OMR,Interior
Contra Costa PP Number 01,2/3/2009,794,5.7,84.30493265,D,OMR,Interior
Rock Slough @ Old River,8/6/1992,878,5.8,92.5804813,C,OMR,Interior
Contra Costa PP Number 01,6/23/1992,885,5.8,92.2794422,C,OMR,Interior
Rock Slough @ Old River,7/22/1992,899,5.8,92.3938467,C,OMR,Interior
Contra Costa PP Number 01,7/22/1992,905,5.8,92.3938467,C,OMR,Interior
Old River North of Rock Slough (St 4b),4/25/1990,905,5.8,87.22990049,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/22/1992,909,5.8,92.3938467,C,OMR,Interior
Old River North of Rock Slough (St 4b),10/24/1990,921,5.8,94.04183083,D,OMR,Interior
Old River North of Rock Slough (St 4b),6/11/1992,934,5.8,90.14218042,C,OMR,Interior
Contra Costa PP Number 01,12/8/1992,933,5.9,96.70881536,C,OMR,Interior
Rock Slough @ Old River,6/11/1992,947,5.9,90.14218042,C,OMR,Interior
Old River near Rock Slough,8/18/1959,1000,5.9,93.54824528,BN,OMR,Interior
Rock Slough @ Old River,8/19/1992,901,6,92.0935494,C,OMR,Interior
Old River North of Rock Slough (St 4b),8/19/1992,915,6,92.0935494,C,OMR,Interior
Rock Slough @ Old River,10/24/1990,960,6,94.04183083,D,OMR,Interior
Contra Costa PP Number 01,10/7/1997,640,6.08,90.04861349,W,OMR,Interior
Old River North of Rock Slough (St 4b),9/3/1992,930,6.1,90.77667797,C,OMR,Interior
Rock Slough @ Old River,9/3/1992,933,6.1,90.77667797,C,OMR,Interior
Rock Slough @ Old River,9/22/1994,988,6.1,90.04354307,C,OMR,Interior
Old River North of Rock Slough (St 4b),1/29/1991,878,6.2,94.90599798,C,OMR,Interior
Old River North of Rock Slough (St 4b),12/19/1991,950,6.2,95.49778406,C,OMR,Interior
Rock Slough @ Old River,12/19/1991,967,6.2,95.49778406,C,OMR,Interior
Contra Costa PP Number 01,12/9/1991,988,6.2,94.2937316,C,OMR,Interior
Contra Costa PP Number 01,12/13/1994,814,6.3,82.54298007,C,OMR,Interior
Rock Slough @ Old River,1/29/1991,897,6.3,94.90599798,C,OMR,Interior
Old River South of Rock Slough (St 5A),2/22/1982,295,6.7,0,W,OMR,Interior
Contra Costa PP Number 01,8/21/1991,699,7.1,88.57096592,C,OMR,Interior
Old River near Rock Slough,7/21/1959,1320,7.3,95.92495125,BN,OMR,Interior
Old River near Rock Slough,8/4/1959,1380,7.8,91.1135463,BN,OMR,Interior
Old River near Rock Slough,8/4/1959,1580,8,91.1135463,BN,OMR,Interior
Contra Costa PP Number 01,11/9/1994,988,9.1,92.63852791,AN,OMR,Interior
Old River near Rock Slough,7/21/1959,1740,10,95.92495125,BN,OMR,Interior
P8 - San Joaquin River @ Buckley Cove,2/2/1968,650,5,60.82383763,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/22/1968,395,3.4,57.81297746,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/10/1968,900,7,83.16574214,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,1/23/1969,180,2.6,48.06579729,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/16/1969,200,1.8,50.10640361,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/17/1969,360,2.7,68.77308425,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/2/1989,1370,4.8,91.3346382,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/24/1990,204,2.2,79.66720736,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/24/1990,1310,4.8,79.66720736,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/14/1990,1300,4,84.5852336,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/25/1990,164,1.4,87.22990049,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/25/1990,823,3.4,87.22990049,C,SJRcorridor,Interior
